context,variable,category,n,total_n,prop
03_usable_for_clustering,political_left_right_model,53,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,54,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,56,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,57,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,63,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,66,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,69,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,74,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,76,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,83,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,87,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,90,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,59,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,62,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,64,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,72,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,78,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,79,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,81,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,84,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,86,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,89,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,92,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_left_right_model,99,1,3764,2.6567481402763017e-4
03_usable_for_clustering,political_block_model,unknown,2981,3764,0.7919766206163655
03_usable_for_clustering,political_block_model,left,231,3764,0.061370882040382574
03_usable_for_clustering,political_block_model,extreme_left,221,3764,0.05871413390010627
03_usable_for_clustering,political_block_model,centre,214,3764,0.056854410201912856
03_usable_for_clustering,political_block_model,right,89,3764,0.023645058448459086
03_usable_for_clustering,political_block_model,extreme_right,28,3764,0.007438894792773645
03_usable_for_clustering,self_classification_raw,Missing,2925,3764,0.7770988310308182
03_usable_for_clustering,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,249,3764,0.06615302869287991
03_usable_for_clustering,self_classification_raw,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,214,3764,0.056854410201912856
03_usable_for_clustering,self_classification_raw,I am more likely to invest if it improves my safety or that of my household.,128,3764,0.03400637619553666
03_usable_for_clustering,self_classification_raw,I am more likely to invest if it helps reduce my environmental impact.,101,3764,0.02683315621679065
03_usable_for_clustering,self_classification_raw,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",55,3764,0.01461211477151966
03_usable_for_clustering,self_classification_raw,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",38,3764,0.010095642933049946
03_usable_for_clustering,self_classification_raw,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",27,3764,0.0071732199787460146
03_usable_for_clustering,self_classification_raw,Νone of the above.,17,3764,0.004516471838469713
03_usable_for_clustering,self_classification_raw,"I consider myself an early adopter and enjoy following the latest trends, even if this involves some risks or impacts on the environment.",7,3764,0.0018597236981934113
03_usable_for_clustering,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it improves my safety or that of my household.,1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_raw,"My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding. | I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_raw_clean,Missing,2925,3764,0.7770988310308182
03_usable_for_clustering,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,249,3764,0.06615302869287991
03_usable_for_clustering,self_classification_raw_clean,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,214,3764,0.056854410201912856
03_usable_for_clustering,self_classification_raw_clean,I am more likely to invest if it improves my safety or that of my household.,128,3764,0.03400637619553666
03_usable_for_clustering,self_classification_raw_clean,I am more likely to invest if it helps reduce my environmental impact.,101,3764,0.02683315621679065
03_usable_for_clustering,self_classification_raw_clean,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",55,3764,0.01461211477151966
03_usable_for_clustering,self_classification_raw_clean,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",38,3764,0.010095642933049946
03_usable_for_clustering,self_classification_raw_clean,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",27,3764,0.0071732199787460146
03_usable_for_clustering,self_classification_raw_clean,Νone of the above.,17,3764,0.004516471838469713
03_usable_for_clustering,self_classification_raw_clean,"I consider myself an early adopter and enjoy following the latest trends, even if this involves some risks or impacts on the environment.",7,3764,0.0018597236981934113
03_usable_for_clustering,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it improves my safety or that of my household.,1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_raw_clean,"My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding. | I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",1,3764,2.6567481402763017e-4
03_usable_for_clustering,self_classification_archetype_model,Missing,2925,3764,0.7770988310308182
03_usable_for_clustering,self_classification_archetype_model,Careful,250,3764,0.06641870350690754
03_usable_for_clustering,self_classification_archetype_model,Homo economicus,214,3764,0.056854410201912856
03_usable_for_clustering,self_classification_archetype_model,Fearful,129,3764,0.03427205100956429
03_usable_for_clustering,self_classification_archetype_model,Activist,101,3764,0.02683315621679065
03_usable_for_clustering,self_classification_archetype_model,Stubborn,55,3764,0.01461211477151966
03_usable_for_clustering,self_classification_archetype_model,Influencer,38,3764,0.010095642933049946
03_usable_for_clustering,self_classification_archetype_model,Uninterested,28,3764,0.007438894792773645
03_usable_for_clustering,self_classification_archetype_model,None,17,3764,0.004516471838469713
03_usable_for_clustering,self_classification_archetype_model,Early adopter,7,3764,0.0018597236981934113
03_usable_for_clustering,row_quality_final,usable_complete,3209,3764,0.8525504782146652
03_usable_for_clustering,row_quality_final,usable_partial,443,3764,0.11769394261424017
03_usable_for_clustering,row_quality_final,usable_complete_limited_metadata,89,3764,0.023645058448459086
03_usable_for_clustering,row_quality_final,usable_partial_limited_metadata,23,3764,0.006110520722635494
03_usable_for_clustering,usable_for_main_analysis,TRUE,3764,3764,1
03_usable_for_clustering,usable_for_clustering,TRUE,3764,3764,1
03_usable_for_clustering,political_lr_group,Missing,2981,3764,0.7919766206163655
03_usable_for_clustering,political_lr_group,20_39_left,231,3764,0.061370882040382574
03_usable_for_clustering,political_lr_group,00_19_extreme_left,221,3764,0.05871413390010627
03_usable_for_clustering,political_lr_group,40_59_centre,175,3764,0.04649309245483528
03_usable_for_clustering,political_lr_group,60_79_right,121,3764,0.032146652497343255
03_usable_for_clustering,political_lr_group,80_100_extreme_right,35,3764,0.009298618490967057
