bootstrap_id,self_classification_archetype_model,n,total_n,prop
547,Early adopter,11,1000,0.011
547,Fearful,89,1000,0.089
547,Homo economicus,190,1000,0.19
547,Influencer,27,1000,0.027
547,Missing,393,1000,0.393
547,None,7,1000,0.007
547,Stubborn,43,1000,0.043
547,Uninterested,11,1000,0.011
548,Activist,89,1000,0.089
548,Careful,173,1000,0.173
548,Early adopter,4,1000,0.004
548,Fearful,80,1000,0.08
548,Homo economicus,157,1000,0.157
548,Influencer,23,1000,0.023
548,Missing,400,1000,0.4
548,None,19,1000,0.019
548,Stubborn,46,1000,0.046
548,Uninterested,9,1000,0.009
549,Activist,81,1000,0.081
549,Careful,182,1000,0.182
549,Early adopter,5,1000,0.005
549,Fearful,82,1000,0.082
549,Homo economicus,179,1000,0.179
549,Influencer,18,1000,0.018
549,Missing,386,1000,0.386
549,None,15,1000,0.015
549,Stubborn,37,1000,0.037
549,Uninterested,15,1000,0.015
550,Activist,57,1000,0.057
550,Careful,170,1000,0.17
550,Early adopter,6,1000,0.006
550,Fearful,100,1000,0.1
550,Homo economicus,186,1000,0.186
550,Influencer,30,1000,0.03
550,Missing,359,1000,0.359
550,None,14,1000,0.014
550,Stubborn,55,1000,0.055
550,Uninterested,23,1000,0.023
551,Activist,69,1000,0.069
551,Careful,182,1000,0.182
551,Early adopter,10,1000,0.01
551,Fearful,90,1000,0.09
551,Homo economicus,167,1000,0.167
551,Influencer,25,1000,0.025
551,Missing,382,1000,0.382
551,None,12,1000,0.012
551,Stubborn,56,1000,0.056
551,Uninterested,7,1000,0.007
552,Activist,46,1000,0.046
552,Careful,207,1000,0.207
552,Early adopter,7,1000,0.007
552,Fearful,72,1000,0.072
552,Homo economicus,193,1000,0.193
552,Influencer,21,1000,0.021
552,Missing,384,1000,0.384
552,None,16,1000,0.016
552,Stubborn,36,1000,0.036
552,Uninterested,18,1000,0.018
553,Activist,73,1000,0.073
553,Careful,192,1000,0.192
553,Early adopter,7,1000,0.007
553,Fearful,79,1000,0.079
553,Homo economicus,155,1000,0.155
553,Influencer,29,1000,0.029
553,Missing,390,1000,0.39
553,None,20,1000,0.02
553,Stubborn,39,1000,0.039
553,Uninterested,16,1000,0.016
554,Activist,74,1000,0.074
554,Careful,186,1000,0.186
554,Early adopter,6,1000,0.006
554,Fearful,102,1000,0.102
554,Homo economicus,172,1000,0.172
554,Influencer,23,1000,0.023
554,Missing,369,1000,0.369
554,None,15,1000,0.015
554,Stubborn,37,1000,0.037
554,Uninterested,16,1000,0.016
555,Activist,65,1000,0.065
555,Careful,192,1000,0.192
555,Early adopter,7,1000,0.007
555,Fearful,95,1000,0.095
555,Homo economicus,183,1000,0.183
555,Influencer,17,1000,0.017
555,Missing,370,1000,0.37
555,None,16,1000,0.016
555,Stubborn,38,1000,0.038
555,Uninterested,17,1000,0.017
556,Activist,73,1000,0.073
556,Careful,178,1000,0.178
556,Early adopter,10,1000,0.01
556,Fearful,88,1000,0.088
556,Homo economicus,169,1000,0.169
556,Influencer,29,1000,0.029
556,Missing,380,1000,0.38
556,None,17,1000,0.017
556,Stubborn,39,1000,0.039
556,Uninterested,17,1000,0.017
557,Activist,76,1000,0.076
557,Careful,184,1000,0.184
557,Early adopter,9,1000,0.009
557,Fearful,87,1000,0.087
557,Homo economicus,171,1000,0.171
557,Influencer,32,1000,0.032
557,Missing,376,1000,0.376
557,None,15,1000,0.015
557,Stubborn,35,1000,0.035
557,Uninterested,15,1000,0.015
558,Activist,77,1000,0.077
558,Careful,179,1000,0.179
558,Early adopter,9,1000,0.009
558,Fearful,91,1000,0.091
558,Homo economicus,154,1000,0.154
558,Influencer,26,1000,0.026
558,Missing,390,1000,0.39
558,None,19,1000,0.019
558,Stubborn,35,1000,0.035
558,Uninterested,20,1000,0.02
559,Activist,73,1000,0.073
559,Careful,169,1000,0.169
559,Early adopter,7,1000,0.007
559,Fearful,96,1000,0.096
559,Homo economicus,158,1000,0.158
559,Influencer,28,1000,0.028
559,Missing,395,1000,0.395
559,None,18,1000,0.018
559,Stubborn,41,1000,0.041
559,Uninterested,15,1000,0.015
560,Activist,72,1000,0.072
560,Careful,182,1000,0.182
560,Early adopter,10,1000,0.01
560,Fearful,85,1000,0.085
560,Homo economicus,174,1000,0.174
560,Influencer,20,1000,0.02
560,Missing,385,1000,0.385
560,None,20,1000,0.02
560,Stubborn,40,1000,0.04
560,Uninterested,12,1000,0.012
561,Activist,54,1000,0.054
561,Careful,192,1000,0.192
561,Early adopter,12,1000,0.012
561,Fearful,91,1000,0.091
561,Homo economicus,173,1000,0.173
561,Influencer,25,1000,0.025
561,Missing,383,1000,0.383
561,None,12,1000,0.012
561,Stubborn,47,1000,0.047
561,Uninterested,11,1000,0.011
562,Activist,68,1000,0.068
562,Careful,190,1000,0.19
562,Early adopter,7,1000,0.007
562,Fearful,92,1000,0.092
562,Homo economicus,162,1000,0.162
562,Influencer,26,1000,0.026
562,Missing,385,1000,0.385
562,None,14,1000,0.014
562,Stubborn,43,1000,0.043
562,Uninterested,13,1000,0.013
563,Activist,74,1000,0.074
563,Careful,186,1000,0.186
563,Early adopter,9,1000,0.009
563,Fearful,89,1000,0.089
563,Homo economicus,158,1000,0.158
563,Influencer,17,1000,0.017
563,Missing,379,1000,0.379
563,None,20,1000,0.02
563,Stubborn,48,1000,0.048
563,Uninterested,20,1000,0.02
564,Activist,87,1000,0.087
564,Careful,178,1000,0.178
564,Early adopter,2,1000,0.002
564,Fearful,91,1000,0.091
564,Homo economicus,168,1000,0.168
564,Influencer,34,1000,0.034
564,Missing,369,1000,0.369
564,None,13,1000,0.013
564,Stubborn,46,1000,0.046
564,Uninterested,12,1000,0.012
565,Activist,57,1000,0.057
565,Careful,193,1000,0.193
565,Early adopter,2,1000,0.002
565,Fearful,97,1000,0.097
565,Homo economicus,173,1000,0.173
565,Influencer,24,1000,0.024
565,Missing,384,1000,0.384
565,None,20,1000,0.02
565,Stubborn,39,1000,0.039
565,Uninterested,11,1000,0.011
566,Activist,75,1000,0.075
566,Careful,194,1000,0.194
566,Early adopter,3,1000,0.003
566,Fearful,70,1000,0.07
566,Homo economicus,172,1000,0.172
566,Influencer,32,1000,0.032
566,Missing,377,1000,0.377
566,None,15,1000,0.015
566,Stubborn,46,1000,0.046
566,Uninterested,16,1000,0.016
567,Activist,77,1000,0.077
567,Careful,193,1000,0.193
567,Early adopter,10,1000,0.01
567,Fearful,93,1000,0.093
567,Homo economicus,164,1000,0.164
567,Influencer,34,1000,0.034
567,Missing,368,1000,0.368
567,None,13,1000,0.013
567,Stubborn,32,1000,0.032
567,Uninterested,16,1000,0.016
568,Activist,76,1000,0.076
568,Careful,178,1000,0.178
568,Early adopter,10,1000,0.01
568,Fearful,101,1000,0.101
568,Homo economicus,155,1000,0.155
568,Influencer,21,1000,0.021
568,Missing,394,1000,0.394
568,None,14,1000,0.014
568,Stubborn,39,1000,0.039
568,Uninterested,12,1000,0.012
569,Activist,71,1000,0.071
569,Careful,177,1000,0.177
569,Early adopter,7,1000,0.007
569,Fearful,88,1000,0.088
569,Homo economicus,177,1000,0.177
569,Influencer,28,1000,0.028
569,Missing,386,1000,0.386
569,None,12,1000,0.012
569,Stubborn,38,1000,0.038
569,Uninterested,16,1000,0.016
570,Activist,63,1000,0.063
570,Careful,200,1000,0.2
570,Early adopter,8,1000,0.008
570,Fearful,88,1000,0.088
570,Homo economicus,147,1000,0.147
570,Influencer,35,1000,0.035
570,Missing,378,1000,0.378
570,None,17,1000,0.017
570,Stubborn,50,1000,0.05
570,Uninterested,14,1000,0.014
571,Activist,67,1000,0.067
571,Careful,194,1000,0.194
571,Early adopter,5,1000,0.005
571,Fearful,76,1000,0.076
571,Homo economicus,188,1000,0.188
571,Influencer,26,1000,0.026
571,Missing,384,1000,0.384
571,None,11,1000,0.011
571,Stubborn,37,1000,0.037
571,Uninterested,12,1000,0.012
572,Activist,84,1000,0.084
572,Careful,176,1000,0.176
572,Early adopter,4,1000,0.004
572,Fearful,84,1000,0.084
572,Homo economicus,169,1000,0.169
572,Influencer,24,1000,0.024
572,Missing,386,1000,0.386
572,None,18,1000,0.018
572,Stubborn,42,1000,0.042
572,Uninterested,13,1000,0.013
573,Activist,70,1000,0.07
573,Careful,179,1000,0.179
573,Early adopter,4,1000,0.004
573,Fearful,90,1000,0.09
573,Homo economicus,165,1000,0.165
573,Influencer,29,1000,0.029
573,Missing,376,1000,0.376
573,None,19,1000,0.019
573,Stubborn,50,1000,0.05
573,Uninterested,18,1000,0.018
574,Activist,60,1000,0.06
574,Careful,198,1000,0.198
574,Early adopter,6,1000,0.006
574,Fearful,83,1000,0.083
574,Homo economicus,163,1000,0.163
574,Influencer,31,1000,0.031
574,Missing,391,1000,0.391
574,None,13,1000,0.013
574,Stubborn,38,1000,0.038
574,Uninterested,17,1000,0.017
575,Activist,65,1000,0.065
575,Careful,183,1000,0.183
575,Early adopter,6,1000,0.006
575,Fearful,83,1000,0.083
575,Homo economicus,178,1000,0.178
575,Influencer,27,1000,0.027
575,Missing,370,1000,0.37
575,None,20,1000,0.02
575,Stubborn,43,1000,0.043
575,Uninterested,25,1000,0.025
576,Activist,87,1000,0.087
576,Careful,191,1000,0.191
576,Early adopter,8,1000,0.008
576,Fearful,87,1000,0.087
576,Homo economicus,170,1000,0.17
576,Influencer,17,1000,0.017
576,Missing,369,1000,0.369
576,None,13,1000,0.013
576,Stubborn,43,1000,0.043
576,Uninterested,15,1000,0.015
577,Activist,71,1000,0.071
577,Careful,174,1000,0.174
577,Early adopter,4,1000,0.004
577,Fearful,78,1000,0.078
577,Homo economicus,164,1000,0.164
577,Influencer,21,1000,0.021
577,Missing,406,1000,0.406
577,None,13,1000,0.013
577,Stubborn,49,1000,0.049
577,Uninterested,20,1000,0.02
578,Activist,55,1000,0.055
578,Careful,156,1000,0.156
578,Early adopter,6,1000,0.006
578,Fearful,91,1000,0.091
578,Homo economicus,182,1000,0.182
578,Influencer,33,1000,0.033
578,Missing,398,1000,0.398
578,None,20,1000,0.02
578,Stubborn,40,1000,0.04
578,Uninterested,19,1000,0.019
579,Activist,71,1000,0.071
579,Careful,167,1000,0.167
579,Early adopter,8,1000,0.008
579,Fearful,89,1000,0.089
579,Homo economicus,183,1000,0.183
579,Influencer,36,1000,0.036
579,Missing,369,1000,0.369
579,None,11,1000,0.011
579,Stubborn,48,1000,0.048
579,Uninterested,18,1000,0.018
580,Activist,77,1000,0.077
580,Careful,179,1000,0.179
580,Early adopter,11,1000,0.011
580,Fearful,109,1000,0.109
580,Homo economicus,156,1000,0.156
580,Influencer,29,1000,0.029
580,Missing,374,1000,0.374
580,None,16,1000,0.016
580,Stubborn,40,1000,0.04
580,Uninterested,9,1000,0.009
581,Activist,92,1000,0.092
581,Careful,166,1000,0.166
581,Early adopter,13,1000,0.013
581,Fearful,81,1000,0.081
581,Homo economicus,153,1000,0.153
581,Influencer,28,1000,0.028
581,Missing,392,1000,0.392
581,None,16,1000,0.016
581,Stubborn,45,1000,0.045
581,Uninterested,14,1000,0.014
582,Activist,69,1000,0.069
582,Careful,187,1000,0.187
582,Early adopter,8,1000,0.008
582,Fearful,85,1000,0.085
582,Homo economicus,165,1000,0.165
582,Influencer,39,1000,0.039
582,Missing,365,1000,0.365
582,None,24,1000,0.024
582,Stubborn,44,1000,0.044
582,Uninterested,14,1000,0.014
583,Activist,75,1000,0.075
583,Careful,181,1000,0.181
583,Early adopter,7,1000,0.007
583,Fearful,80,1000,0.08
583,Homo economicus,166,1000,0.166
583,Influencer,19,1000,0.019
583,Missing,393,1000,0.393
583,None,15,1000,0.015
583,Stubborn,47,1000,0.047
583,Uninterested,17,1000,0.017
584,Activist,55,1000,0.055
584,Careful,185,1000,0.185
584,Early adopter,3,1000,0.003
584,Fearful,93,1000,0.093
584,Homo economicus,178,1000,0.178
584,Influencer,30,1000,0.03
584,Missing,375,1000,0.375
584,None,17,1000,0.017
584,Stubborn,47,1000,0.047
584,Uninterested,17,1000,0.017
585,Activist,73,1000,0.073
585,Careful,160,1000,0.16
585,Early adopter,6,1000,0.006
585,Fearful,101,1000,0.101
585,Homo economicus,174,1000,0.174
585,Influencer,30,1000,0.03
585,Missing,387,1000,0.387
585,None,19,1000,0.019
585,Stubborn,40,1000,0.04
585,Uninterested,10,1000,0.01
586,Activist,67,1000,0.067
586,Careful,169,1000,0.169
586,Early adopter,13,1000,0.013
586,Fearful,95,1000,0.095
586,Homo economicus,184,1000,0.184
586,Influencer,27,1000,0.027
586,Missing,379,1000,0.379
586,None,12,1000,0.012
586,Stubborn,44,1000,0.044
586,Uninterested,10,1000,0.01
587,Activist,70,1000,0.07
587,Careful,173,1000,0.173
587,Early adopter,4,1000,0.004
587,Fearful,82,1000,0.082
587,Homo economicus,180,1000,0.18
587,Influencer,37,1000,0.037
587,Missing,391,1000,0.391
587,None,13,1000,0.013
587,Stubborn,36,1000,0.036
587,Uninterested,14,1000,0.014
588,Activist,65,1000,0.065
588,Careful,191,1000,0.191
588,Early adopter,3,1000,0.003
588,Fearful,91,1000,0.091
588,Homo economicus,170,1000,0.17
588,Influencer,30,1000,0.03
588,Missing,364,1000,0.364
588,None,15,1000,0.015
588,Stubborn,58,1000,0.058
588,Uninterested,13,1000,0.013
589,Activist,71,1000,0.071
589,Careful,171,1000,0.171
589,Early adopter,7,1000,0.007
589,Fearful,89,1000,0.089
589,Homo economicus,168,1000,0.168
589,Influencer,35,1000,0.035
589,Missing,390,1000,0.39
589,None,10,1000,0.01
589,Stubborn,45,1000,0.045
589,Uninterested,14,1000,0.014
590,Activist,82,1000,0.082
590,Careful,175,1000,0.175
590,Early adopter,2,1000,0.002
590,Fearful,89,1000,0.089
590,Homo economicus,160,1000,0.16
590,Influencer,31,1000,0.031
590,Missing,383,1000,0.383
590,None,11,1000,0.011
590,Stubborn,43,1000,0.043
590,Uninterested,24,1000,0.024
591,Activist,69,1000,0.069
591,Careful,183,1000,0.183
591,Early adopter,12,1000,0.012
591,Fearful,84,1000,0.084
591,Homo economicus,177,1000,0.177
591,Influencer,24,1000,0.024
591,Missing,370,1000,0.37
591,None,18,1000,0.018
591,Stubborn,43,1000,0.043
591,Uninterested,20,1000,0.02
592,Activist,63,1000,0.063
592,Careful,178,1000,0.178
592,Early adopter,12,1000,0.012
592,Fearful,78,1000,0.078
592,Homo economicus,178,1000,0.178
592,Influencer,19,1000,0.019
592,Missing,385,1000,0.385
592,None,26,1000,0.026
592,Stubborn,41,1000,0.041
592,Uninterested,20,1000,0.02
593,Activist,78,1000,0.078
593,Careful,193,1000,0.193
593,Early adopter,7,1000,0.007
593,Fearful,91,1000,0.091
593,Homo economicus,170,1000,0.17
593,Influencer,26,1000,0.026
593,Missing,367,1000,0.367
593,None,15,1000,0.015
593,Stubborn,32,1000,0.032
593,Uninterested,21,1000,0.021
594,Activist,68,1000,0.068
594,Careful,195,1000,0.195
594,Early adopter,8,1000,0.008
594,Fearful,94,1000,0.094
594,Homo economicus,174,1000,0.174
594,Influencer,22,1000,0.022
594,Missing,375,1000,0.375
594,None,21,1000,0.021
594,Stubborn,28,1000,0.028
594,Uninterested,15,1000,0.015
595,Activist,61,1000,0.061
595,Careful,168,1000,0.168
595,Early adopter,9,1000,0.009
595,Fearful,100,1000,0.1
595,Homo economicus,178,1000,0.178
595,Influencer,25,1000,0.025
595,Missing,385,1000,0.385
595,None,18,1000,0.018
595,Stubborn,39,1000,0.039
595,Uninterested,17,1000,0.017
596,Activist,69,1000,0.069
596,Careful,197,1000,0.197
596,Early adopter,6,1000,0.006
596,Fearful,105,1000,0.105
596,Homo economicus,142,1000,0.142
596,Influencer,28,1000,0.028
596,Missing,387,1000,0.387
596,None,9,1000,0.009
596,Stubborn,47,1000,0.047
596,Uninterested,10,1000,0.01
597,Activist,70,1000,0.07
597,Careful,182,1000,0.182
597,Early adopter,6,1000,0.006
597,Fearful,89,1000,0.089
597,Homo economicus,180,1000,0.18
597,Influencer,25,1000,0.025
597,Missing,395,1000,0.395
597,None,10,1000,0.01
597,Stubborn,29,1000,0.029
597,Uninterested,14,1000,0.014
598,Activist,80,1000,0.08
598,Careful,169,1000,0.169
598,Early adopter,9,1000,0.009
598,Fearful,86,1000,0.086
598,Homo economicus,192,1000,0.192
598,Influencer,26,1000,0.026
598,Missing,375,1000,0.375
598,None,11,1000,0.011
598,Stubborn,38,1000,0.038
598,Uninterested,14,1000,0.014
599,Activist,64,1000,0.064
599,Careful,176,1000,0.176
599,Early adopter,10,1000,0.01
599,Fearful,82,1000,0.082
599,Homo economicus,173,1000,0.173
599,Influencer,23,1000,0.023
599,Missing,395,1000,0.395
599,None,17,1000,0.017
599,Stubborn,48,1000,0.048
599,Uninterested,12,1000,0.012
600,Activist,89,1000,0.089
600,Careful,176,1000,0.176
600,Early adopter,5,1000,0.005
600,Fearful,84,1000,0.084
600,Homo economicus,174,1000,0.174
600,Influencer,28,1000,0.028
600,Missing,377,1000,0.377
600,None,13,1000,0.013
600,Stubborn,35,1000,0.035
600,Uninterested,19,1000,0.019
601,Activist,81,1000,0.081
601,Careful,148,1000,0.148
601,Early adopter,4,1000,0.004
601,Fearful,90,1000,0.09
601,Homo economicus,191,1000,0.191
601,Influencer,23,1000,0.023
601,Missing,402,1000,0.402
601,None,13,1000,0.013
601,Stubborn,37,1000,0.037
601,Uninterested,11,1000,0.011
602,Activist,74,1000,0.074
602,Careful,180,1000,0.18
602,Early adopter,9,1000,0.009
602,Fearful,80,1000,0.08
602,Homo economicus,173,1000,0.173
602,Influencer,29,1000,0.029
602,Missing,381,1000,0.381
602,None,19,1000,0.019
602,Stubborn,45,1000,0.045
602,Uninterested,10,1000,0.01
603,Activist,72,1000,0.072
603,Careful,190,1000,0.19
603,Early adopter,14,1000,0.014
603,Fearful,84,1000,0.084
603,Homo economicus,175,1000,0.175
603,Influencer,24,1000,0.024
603,Missing,382,1000,0.382
603,None,9,1000,0.009
603,Stubborn,42,1000,0.042
603,Uninterested,8,1000,0.008
604,Activist,67,1000,0.067
604,Careful,173,1000,0.173
604,Early adopter,12,1000,0.012
604,Fearful,90,1000,0.09
604,Homo economicus,177,1000,0.177
604,Influencer,33,1000,0.033
604,Missing,365,1000,0.365
604,None,17,1000,0.017
604,Stubborn,46,1000,0.046
604,Uninterested,20,1000,0.02
605,Activist,75,1000,0.075
605,Careful,173,1000,0.173
605,Early adopter,11,1000,0.011
605,Fearful,91,1000,0.091
605,Homo economicus,175,1000,0.175
605,Influencer,30,1000,0.03
605,Missing,365,1000,0.365
605,None,14,1000,0.014
605,Stubborn,50,1000,0.05
605,Uninterested,16,1000,0.016
606,Activist,88,1000,0.088
606,Careful,205,1000,0.205
606,Early adopter,7,1000,0.007
606,Fearful,83,1000,0.083
606,Homo economicus,149,1000,0.149
606,Influencer,32,1000,0.032
606,Missing,373,1000,0.373
606,None,14,1000,0.014
606,Stubborn,39,1000,0.039
606,Uninterested,10,1000,0.01
607,Activist,61,1000,0.061
607,Careful,182,1000,0.182
607,Early adopter,5,1000,0.005
607,Fearful,92,1000,0.092
607,Homo economicus,175,1000,0.175
607,Influencer,24,1000,0.024
607,Missing,398,1000,0.398
607,None,14,1000,0.014
607,Stubborn,39,1000,0.039
607,Uninterested,10,1000,0.01
608,Activist,81,1000,0.081
608,Careful,174,1000,0.174
608,Early adopter,8,1000,0.008
608,Fearful,76,1000,0.076
608,Homo economicus,198,1000,0.198
608,Influencer,17,1000,0.017
608,Missing,374,1000,0.374
608,None,18,1000,0.018
608,Stubborn,38,1000,0.038
608,Uninterested,16,1000,0.016
609,Activist,80,1000,0.08
609,Careful,190,1000,0.19
609,Early adopter,7,1000,0.007
609,Fearful,81,1000,0.081
609,Homo economicus,175,1000,0.175
609,Influencer,26,1000,0.026
609,Missing,377,1000,0.377
609,None,19,1000,0.019
609,Stubborn,37,1000,0.037
609,Uninterested,8,1000,0.008
610,Activist,61,1000,0.061
610,Careful,168,1000,0.168
610,Early adopter,9,1000,0.009
610,Fearful,78,1000,0.078
610,Homo economicus,180,1000,0.18
610,Influencer,28,1000,0.028
610,Missing,392,1000,0.392
610,None,21,1000,0.021
610,Stubborn,46,1000,0.046
610,Uninterested,17,1000,0.017
611,Activist,62,1000,0.062
611,Careful,172,1000,0.172
611,Early adopter,7,1000,0.007
611,Fearful,95,1000,0.095
611,Homo economicus,165,1000,0.165
611,Influencer,30,1000,0.03
611,Missing,392,1000,0.392
611,None,16,1000,0.016
611,Stubborn,42,1000,0.042
611,Uninterested,19,1000,0.019
612,Activist,74,1000,0.074
612,Careful,167,1000,0.167
612,Early adopter,9,1000,0.009
612,Fearful,96,1000,0.096
612,Homo economicus,171,1000,0.171
612,Influencer,23,1000,0.023
612,Missing,386,1000,0.386
612,None,20,1000,0.02
612,Stubborn,43,1000,0.043
612,Uninterested,11,1000,0.011
613,Activist,55,1000,0.055
613,Careful,193,1000,0.193
613,Early adopter,6,1000,0.006
613,Fearful,98,1000,0.098
613,Homo economicus,177,1000,0.177
613,Influencer,25,1000,0.025
613,Missing,379,1000,0.379
613,None,14,1000,0.014
613,Stubborn,39,1000,0.039
613,Uninterested,14,1000,0.014
614,Activist,81,1000,0.081
614,Careful,161,1000,0.161
614,Early adopter,10,1000,0.01
614,Fearful,98,1000,0.098
614,Homo economicus,189,1000,0.189
614,Influencer,16,1000,0.016
614,Missing,377,1000,0.377
614,None,13,1000,0.013
614,Stubborn,34,1000,0.034
614,Uninterested,21,1000,0.021
615,Activist,70,1000,0.07
615,Careful,168,1000,0.168
615,Early adopter,6,1000,0.006
615,Fearful,92,1000,0.092
615,Homo economicus,181,1000,0.181
615,Influencer,28,1000,0.028
615,Missing,382,1000,0.382
615,None,17,1000,0.017
615,Stubborn,37,1000,0.037
615,Uninterested,19,1000,0.019
616,Activist,65,1000,0.065
616,Careful,166,1000,0.166
616,Early adopter,8,1000,0.008
616,Fearful,83,1000,0.083
616,Homo economicus,196,1000,0.196
616,Influencer,17,1000,0.017
616,Missing,388,1000,0.388
616,None,16,1000,0.016
616,Stubborn,45,1000,0.045
616,Uninterested,16,1000,0.016
617,Activist,74,1000,0.074
617,Careful,173,1000,0.173
617,Early adopter,8,1000,0.008
617,Fearful,96,1000,0.096
617,Homo economicus,180,1000,0.18
617,Influencer,20,1000,0.02
617,Missing,371,1000,0.371
617,None,19,1000,0.019
617,Stubborn,46,1000,0.046
617,Uninterested,13,1000,0.013
618,Activist,80,1000,0.08
618,Careful,180,1000,0.18
618,Early adopter,11,1000,0.011
618,Fearful,83,1000,0.083
618,Homo economicus,156,1000,0.156
618,Influencer,27,1000,0.027
618,Missing,378,1000,0.378
618,None,15,1000,0.015
618,Stubborn,54,1000,0.054
