bootstrap_id,self_classification_archetype_model,n,total_n,prop
459,Homo economicus,180,1000,0.18
459,Influencer,35,1000,0.035
459,Missing,390,1000,0.39
459,None,15,1000,0.015
459,Stubborn,47,1000,0.047
459,Uninterested,14,1000,0.014
460,Activist,79,1000,0.079
460,Careful,185,1000,0.185
460,Early adopter,11,1000,0.011
460,Fearful,89,1000,0.089
460,Homo economicus,158,1000,0.158
460,Influencer,35,1000,0.035
460,Missing,374,1000,0.374
460,None,13,1000,0.013
460,Stubborn,44,1000,0.044
460,Uninterested,12,1000,0.012
461,Activist,74,1000,0.074
461,Careful,185,1000,0.185
461,Early adopter,9,1000,0.009
461,Fearful,82,1000,0.082
461,Homo economicus,166,1000,0.166
461,Influencer,41,1000,0.041
461,Missing,374,1000,0.374
461,None,14,1000,0.014
461,Stubborn,37,1000,0.037
461,Uninterested,18,1000,0.018
462,Activist,71,1000,0.071
462,Careful,188,1000,0.188
462,Early adopter,12,1000,0.012
462,Fearful,85,1000,0.085
462,Homo economicus,170,1000,0.17
462,Influencer,30,1000,0.03
462,Missing,369,1000,0.369
462,None,17,1000,0.017
462,Stubborn,39,1000,0.039
462,Uninterested,19,1000,0.019
463,Activist,75,1000,0.075
463,Careful,192,1000,0.192
463,Early adopter,5,1000,0.005
463,Fearful,89,1000,0.089
463,Homo economicus,151,1000,0.151
463,Influencer,21,1000,0.021
463,Missing,389,1000,0.389
463,None,17,1000,0.017
463,Stubborn,45,1000,0.045
463,Uninterested,16,1000,0.016
464,Activist,78,1000,0.078
464,Careful,183,1000,0.183
464,Early adopter,11,1000,0.011
464,Fearful,83,1000,0.083
464,Homo economicus,168,1000,0.168
464,Influencer,22,1000,0.022
464,Missing,397,1000,0.397
464,None,15,1000,0.015
464,Stubborn,30,1000,0.03
464,Uninterested,13,1000,0.013
465,Activist,75,1000,0.075
465,Careful,189,1000,0.189
465,Early adopter,11,1000,0.011
465,Fearful,91,1000,0.091
465,Homo economicus,156,1000,0.156
465,Influencer,26,1000,0.026
465,Missing,370,1000,0.37
465,None,17,1000,0.017
465,Stubborn,45,1000,0.045
465,Uninterested,20,1000,0.02
466,Activist,82,1000,0.082
466,Careful,160,1000,0.16
466,Early adopter,4,1000,0.004
466,Fearful,93,1000,0.093
466,Homo economicus,162,1000,0.162
466,Influencer,32,1000,0.032
466,Missing,394,1000,0.394
466,None,18,1000,0.018
466,Stubborn,40,1000,0.04
466,Uninterested,15,1000,0.015
467,Activist,67,1000,0.067
467,Careful,203,1000,0.203
467,Early adopter,6,1000,0.006
467,Fearful,103,1000,0.103
467,Homo economicus,158,1000,0.158
467,Influencer,18,1000,0.018
467,Missing,376,1000,0.376
467,None,14,1000,0.014
467,Stubborn,38,1000,0.038
467,Uninterested,17,1000,0.017
468,Activist,67,1000,0.067
468,Careful,174,1000,0.174
468,Early adopter,9,1000,0.009
468,Fearful,94,1000,0.094
468,Homo economicus,179,1000,0.179
468,Influencer,32,1000,0.032
468,Missing,378,1000,0.378
468,None,16,1000,0.016
468,Stubborn,40,1000,0.04
468,Uninterested,11,1000,0.011
469,Activist,77,1000,0.077
469,Careful,177,1000,0.177
469,Early adopter,9,1000,0.009
469,Fearful,83,1000,0.083
469,Homo economicus,183,1000,0.183
469,Influencer,26,1000,0.026
469,Missing,378,1000,0.378
469,None,11,1000,0.011
469,Stubborn,41,1000,0.041
469,Uninterested,15,1000,0.015
470,Activist,80,1000,0.08
470,Careful,181,1000,0.181
470,Early adopter,8,1000,0.008
470,Fearful,80,1000,0.08
470,Homo economicus,163,1000,0.163
470,Influencer,29,1000,0.029
470,Missing,366,1000,0.366
470,None,21,1000,0.021
470,Stubborn,52,1000,0.052
470,Uninterested,20,1000,0.02
471,Activist,65,1000,0.065
471,Careful,186,1000,0.186
471,Early adopter,6,1000,0.006
471,Fearful,101,1000,0.101
471,Homo economicus,170,1000,0.17
471,Influencer,28,1000,0.028
471,Missing,383,1000,0.383
471,None,14,1000,0.014
471,Stubborn,37,1000,0.037
471,Uninterested,10,1000,0.01
472,Activist,81,1000,0.081
472,Careful,152,1000,0.152
472,Early adopter,6,1000,0.006
472,Fearful,89,1000,0.089
472,Homo economicus,185,1000,0.185
472,Influencer,37,1000,0.037
472,Missing,380,1000,0.38
472,None,7,1000,0.007
472,Stubborn,46,1000,0.046
472,Uninterested,17,1000,0.017
473,Activist,70,1000,0.07
473,Careful,170,1000,0.17
473,Early adopter,8,1000,0.008
473,Fearful,83,1000,0.083
473,Homo economicus,174,1000,0.174
473,Influencer,32,1000,0.032
473,Missing,400,1000,0.4
473,None,13,1000,0.013
473,Stubborn,37,1000,0.037
473,Uninterested,13,1000,0.013
474,Activist,67,1000,0.067
474,Careful,188,1000,0.188
474,Early adopter,8,1000,0.008
474,Fearful,83,1000,0.083
474,Homo economicus,167,1000,0.167
474,Influencer,36,1000,0.036
474,Missing,389,1000,0.389
474,None,15,1000,0.015
474,Stubborn,32,1000,0.032
474,Uninterested,15,1000,0.015
475,Activist,65,1000,0.065
475,Careful,176,1000,0.176
475,Early adopter,6,1000,0.006
475,Fearful,85,1000,0.085
475,Homo economicus,179,1000,0.179
475,Influencer,23,1000,0.023
475,Missing,384,1000,0.384
475,None,20,1000,0.02
475,Stubborn,44,1000,0.044
475,Uninterested,18,1000,0.018
476,Activist,77,1000,0.077
476,Careful,164,1000,0.164
476,Early adopter,9,1000,0.009
476,Fearful,94,1000,0.094
476,Homo economicus,167,1000,0.167
476,Influencer,27,1000,0.027
476,Missing,383,1000,0.383
476,None,16,1000,0.016
476,Stubborn,40,1000,0.04
476,Uninterested,23,1000,0.023
477,Activist,79,1000,0.079
477,Careful,173,1000,0.173
477,Early adopter,8,1000,0.008
477,Fearful,81,1000,0.081
477,Homo economicus,176,1000,0.176
477,Influencer,31,1000,0.031
477,Missing,390,1000,0.39
477,None,12,1000,0.012
477,Stubborn,36,1000,0.036
477,Uninterested,14,1000,0.014
478,Activist,85,1000,0.085
478,Careful,171,1000,0.171
478,Early adopter,8,1000,0.008
478,Fearful,82,1000,0.082
478,Homo economicus,183,1000,0.183
478,Influencer,23,1000,0.023
478,Missing,377,1000,0.377
478,None,19,1000,0.019
478,Stubborn,38,1000,0.038
478,Uninterested,14,1000,0.014
479,Activist,75,1000,0.075
479,Careful,191,1000,0.191
479,Early adopter,6,1000,0.006
479,Fearful,84,1000,0.084
479,Homo economicus,176,1000,0.176
479,Influencer,25,1000,0.025
479,Missing,368,1000,0.368
479,None,17,1000,0.017
479,Stubborn,39,1000,0.039
479,Uninterested,19,1000,0.019
480,Activist,70,1000,0.07
480,Careful,166,1000,0.166
480,Early adopter,10,1000,0.01
480,Fearful,102,1000,0.102
480,Homo economicus,169,1000,0.169
480,Influencer,29,1000,0.029
480,Missing,389,1000,0.389
480,None,17,1000,0.017
480,Stubborn,36,1000,0.036
480,Uninterested,12,1000,0.012
481,Activist,78,1000,0.078
481,Careful,189,1000,0.189
481,Early adopter,6,1000,0.006
481,Fearful,70,1000,0.07
481,Homo economicus,161,1000,0.161
481,Influencer,27,1000,0.027
481,Missing,391,1000,0.391
481,None,20,1000,0.02
481,Stubborn,42,1000,0.042
481,Uninterested,16,1000,0.016
482,Activist,57,1000,0.057
482,Careful,192,1000,0.192
482,Early adopter,4,1000,0.004
482,Fearful,98,1000,0.098
482,Homo economicus,169,1000,0.169
482,Influencer,35,1000,0.035
482,Missing,362,1000,0.362
482,None,23,1000,0.023
482,Stubborn,44,1000,0.044
482,Uninterested,16,1000,0.016
483,Activist,85,1000,0.085
483,Careful,195,1000,0.195
483,Early adopter,8,1000,0.008
483,Fearful,68,1000,0.068
483,Homo economicus,174,1000,0.174
483,Influencer,28,1000,0.028
483,Missing,369,1000,0.369
483,None,13,1000,0.013
483,Stubborn,41,1000,0.041
483,Uninterested,19,1000,0.019
484,Activist,78,1000,0.078
484,Careful,189,1000,0.189
484,Early adopter,12,1000,0.012
484,Fearful,88,1000,0.088
484,Homo economicus,179,1000,0.179
484,Influencer,22,1000,0.022
484,Missing,371,1000,0.371
484,None,9,1000,0.009
484,Stubborn,39,1000,0.039
484,Uninterested,13,1000,0.013
485,Activist,60,1000,0.06
485,Careful,162,1000,0.162
485,Early adopter,4,1000,0.004
485,Fearful,94,1000,0.094
485,Homo economicus,161,1000,0.161
485,Influencer,25,1000,0.025
485,Missing,412,1000,0.412
485,None,16,1000,0.016
485,Stubborn,48,1000,0.048
485,Uninterested,18,1000,0.018
486,Activist,66,1000,0.066
486,Careful,184,1000,0.184
486,Early adopter,6,1000,0.006
486,Fearful,98,1000,0.098
486,Homo economicus,178,1000,0.178
486,Influencer,21,1000,0.021
486,Missing,376,1000,0.376
486,None,11,1000,0.011
486,Stubborn,43,1000,0.043
486,Uninterested,17,1000,0.017
487,Activist,69,1000,0.069
487,Careful,182,1000,0.182
487,Early adopter,7,1000,0.007
487,Fearful,86,1000,0.086
487,Homo economicus,166,1000,0.166
487,Influencer,32,1000,0.032
487,Missing,394,1000,0.394
487,None,15,1000,0.015
487,Stubborn,35,1000,0.035
487,Uninterested,14,1000,0.014
488,Activist,76,1000,0.076
488,Careful,177,1000,0.177
488,Early adopter,10,1000,0.01
488,Fearful,96,1000,0.096
488,Homo economicus,163,1000,0.163
488,Influencer,27,1000,0.027
488,Missing,378,1000,0.378
488,None,13,1000,0.013
488,Stubborn,37,1000,0.037
488,Uninterested,23,1000,0.023
489,Activist,65,1000,0.065
489,Careful,194,1000,0.194
489,Early adopter,5,1000,0.005
489,Fearful,107,1000,0.107
489,Homo economicus,161,1000,0.161
489,Influencer,25,1000,0.025
489,Missing,384,1000,0.384
489,None,12,1000,0.012
489,Stubborn,29,1000,0.029
489,Uninterested,18,1000,0.018
490,Activist,91,1000,0.091
490,Careful,165,1000,0.165
490,Early adopter,6,1000,0.006
490,Fearful,92,1000,0.092
490,Homo economicus,178,1000,0.178
490,Influencer,24,1000,0.024
490,Missing,379,1000,0.379
490,None,13,1000,0.013
490,Stubborn,40,1000,0.04
490,Uninterested,12,1000,0.012
491,Activist,73,1000,0.073
491,Careful,198,1000,0.198
491,Early adopter,6,1000,0.006
491,Fearful,76,1000,0.076
491,Homo economicus,171,1000,0.171
491,Influencer,31,1000,0.031
491,Missing,375,1000,0.375
491,None,24,1000,0.024
491,Stubborn,31,1000,0.031
491,Uninterested,15,1000,0.015
492,Activist,78,1000,0.078
492,Careful,184,1000,0.184
492,Early adopter,6,1000,0.006
492,Fearful,89,1000,0.089
492,Homo economicus,160,1000,0.16
492,Influencer,32,1000,0.032
492,Missing,387,1000,0.387
492,None,11,1000,0.011
492,Stubborn,44,1000,0.044
492,Uninterested,9,1000,0.009
493,Activist,79,1000,0.079
493,Careful,199,1000,0.199
493,Early adopter,12,1000,0.012
493,Fearful,65,1000,0.065
493,Homo economicus,181,1000,0.181
493,Influencer,20,1000,0.02
493,Missing,373,1000,0.373
493,None,13,1000,0.013
493,Stubborn,43,1000,0.043
493,Uninterested,15,1000,0.015
494,Activist,65,1000,0.065
494,Careful,164,1000,0.164
494,Early adopter,9,1000,0.009
494,Fearful,94,1000,0.094
494,Homo economicus,180,1000,0.18
494,Influencer,29,1000,0.029
494,Missing,381,1000,0.381
494,None,14,1000,0.014
494,Stubborn,50,1000,0.05
494,Uninterested,14,1000,0.014
495,Activist,73,1000,0.073
495,Careful,180,1000,0.18
495,Early adopter,8,1000,0.008
495,Fearful,69,1000,0.069
495,Homo economicus,186,1000,0.186
495,Influencer,36,1000,0.036
495,Missing,373,1000,0.373
495,None,14,1000,0.014
495,Stubborn,46,1000,0.046
495,Uninterested,15,1000,0.015
496,Activist,71,1000,0.071
496,Careful,169,1000,0.169
496,Early adopter,7,1000,0.007
496,Fearful,103,1000,0.103
496,Homo economicus,191,1000,0.191
496,Influencer,28,1000,0.028
496,Missing,363,1000,0.363
496,None,12,1000,0.012
496,Stubborn,41,1000,0.041
496,Uninterested,15,1000,0.015
497,Activist,70,1000,0.07
497,Careful,180,1000,0.18
497,Early adopter,11,1000,0.011
497,Fearful,93,1000,0.093
497,Homo economicus,162,1000,0.162
497,Influencer,26,1000,0.026
497,Missing,381,1000,0.381
497,None,17,1000,0.017
497,Stubborn,44,1000,0.044
497,Uninterested,16,1000,0.016
498,Activist,70,1000,0.07
498,Careful,171,1000,0.171
498,Early adopter,8,1000,0.008
498,Fearful,82,1000,0.082
498,Homo economicus,166,1000,0.166
498,Influencer,32,1000,0.032
498,Missing,393,1000,0.393
498,None,18,1000,0.018
498,Stubborn,47,1000,0.047
498,Uninterested,13,1000,0.013
499,Activist,62,1000,0.062
499,Careful,169,1000,0.169
499,Early adopter,7,1000,0.007
499,Fearful,96,1000,0.096
499,Homo economicus,166,1000,0.166
499,Influencer,26,1000,0.026
499,Missing,404,1000,0.404
499,None,13,1000,0.013
499,Stubborn,41,1000,0.041
499,Uninterested,16,1000,0.016
500,Activist,64,1000,0.064
500,Careful,172,1000,0.172
500,Early adopter,13,1000,0.013
500,Fearful,74,1000,0.074
500,Homo economicus,169,1000,0.169
500,Influencer,27,1000,0.027
500,Missing,400,1000,0.4
500,None,21,1000,0.021
500,Stubborn,48,1000,0.048
500,Uninterested,12,1000,0.012
501,Activist,72,1000,0.072
501,Careful,188,1000,0.188
501,Early adopter,7,1000,0.007
501,Fearful,100,1000,0.1
501,Homo economicus,146,1000,0.146
501,Influencer,29,1000,0.029
501,Missing,387,1000,0.387
501,None,16,1000,0.016
501,Stubborn,40,1000,0.04
501,Uninterested,15,1000,0.015
502,Activist,63,1000,0.063
502,Careful,164,1000,0.164
502,Early adopter,5,1000,0.005
502,Fearful,92,1000,0.092
502,Homo economicus,182,1000,0.182
502,Influencer,27,1000,0.027
502,Missing,401,1000,0.401
502,None,15,1000,0.015
502,Stubborn,40,1000,0.04
502,Uninterested,11,1000,0.011
503,Activist,81,1000,0.081
503,Careful,195,1000,0.195
503,Early adopter,8,1000,0.008
503,Fearful,80,1000,0.08
503,Homo economicus,165,1000,0.165
503,Influencer,28,1000,0.028
503,Missing,382,1000,0.382
503,None,10,1000,0.01
503,Stubborn,42,1000,0.042
503,Uninterested,9,1000,0.009
504,Activist,81,1000,0.081
504,Careful,165,1000,0.165
504,Early adopter,12,1000,0.012
504,Fearful,83,1000,0.083
504,Homo economicus,158,1000,0.158
504,Influencer,29,1000,0.029
504,Missing,390,1000,0.39
504,None,17,1000,0.017
504,Stubborn,55,1000,0.055
504,Uninterested,10,1000,0.01
505,Activist,74,1000,0.074
505,Careful,165,1000,0.165
505,Early adopter,10,1000,0.01
505,Fearful,98,1000,0.098
505,Homo economicus,180,1000,0.18
505,Influencer,39,1000,0.039
505,Missing,372,1000,0.372
505,None,15,1000,0.015
505,Stubborn,34,1000,0.034
505,Uninterested,13,1000,0.013
506,Activist,61,1000,0.061
506,Careful,178,1000,0.178
506,Early adopter,5,1000,0.005
506,Fearful,92,1000,0.092
506,Homo economicus,172,1000,0.172
506,Influencer,32,1000,0.032
506,Missing,396,1000,0.396
506,None,11,1000,0.011
506,Stubborn,36,1000,0.036
506,Uninterested,17,1000,0.017
507,Activist,68,1000,0.068
507,Careful,171,1000,0.171
507,Early adopter,10,1000,0.01
507,Fearful,86,1000,0.086
507,Homo economicus,181,1000,0.181
507,Influencer,23,1000,0.023
507,Missing,397,1000,0.397
507,None,11,1000,0.011
507,Stubborn,41,1000,0.041
507,Uninterested,12,1000,0.012
508,Activist,79,1000,0.079
508,Careful,184,1000,0.184
508,Early adopter,6,1000,0.006
508,Fearful,92,1000,0.092
508,Homo economicus,153,1000,0.153
508,Influencer,34,1000,0.034
508,Missing,377,1000,0.377
508,None,19,1000,0.019
508,Stubborn,39,1000,0.039
508,Uninterested,17,1000,0.017
509,Activist,84,1000,0.084
509,Careful,183,1000,0.183
509,Early adopter,9,1000,0.009
509,Fearful,98,1000,0.098
509,Homo economicus,158,1000,0.158
509,Influencer,24,1000,0.024
509,Missing,372,1000,0.372
509,None,16,1000,0.016
509,Stubborn,40,1000,0.04
509,Uninterested,16,1000,0.016
510,Activist,76,1000,0.076
510,Careful,180,1000,0.18
510,Early adopter,4,1000,0.004
510,Fearful,93,1000,0.093
510,Homo economicus,161,1000,0.161
510,Influencer,28,1000,0.028
510,Missing,382,1000,0.382
510,None,14,1000,0.014
510,Stubborn,48,1000,0.048
510,Uninterested,14,1000,0.014
511,Activist,65,1000,0.065
511,Careful,173,1000,0.173
511,Early adopter,10,1000,0.01
511,Fearful,93,1000,0.093
511,Homo economicus,162,1000,0.162
511,Influencer,18,1000,0.018
511,Missing,397,1000,0.397
511,None,15,1000,0.015
511,Stubborn,50,1000,0.05
511,Uninterested,17,1000,0.017
512,Activist,84,1000,0.084
512,Careful,182,1000,0.182
512,Early adopter,7,1000,0.007
512,Fearful,83,1000,0.083
512,Homo economicus,170,1000,0.17
512,Influencer,34,1000,0.034
512,Missing,368,1000,0.368
512,None,9,1000,0.009
512,Stubborn,44,1000,0.044
512,Uninterested,19,1000,0.019
513,Activist,101,1000,0.101
513,Careful,182,1000,0.182
513,Early adopter,9,1000,0.009
513,Fearful,94,1000,0.094
513,Homo economicus,154,1000,0.154
513,Influencer,22,1000,0.022
513,Missing,379,1000,0.379
513,None,14,1000,0.014
513,Stubborn,37,1000,0.037
513,Uninterested,8,1000,0.008
514,Activist,59,1000,0.059
514,Careful,178,1000,0.178
514,Early adopter,3,1000,0.003
514,Fearful,82,1000,0.082
514,Homo economicus,184,1000,0.184
514,Influencer,32,1000,0.032
514,Missing,385,1000,0.385
514,None,17,1000,0.017
514,Stubborn,44,1000,0.044
514,Uninterested,16,1000,0.016
515,Activist,68,1000,0.068
515,Careful,172,1000,0.172
515,Early adopter,4,1000,0.004
515,Fearful,107,1000,0.107
515,Homo economicus,187,1000,0.187
515,Influencer,19,1000,0.019
515,Missing,378,1000,0.378
515,None,14,1000,0.014
515,Stubborn,43,1000,0.043
515,Uninterested,8,1000,0.008
516,Activist,75,1000,0.075
516,Careful,211,1000,0.211
516,Early adopter,6,1000,0.006
516,Fearful,92,1000,0.092
516,Homo economicus,148,1000,0.148
516,Influencer,23,1000,0.023
516,Missing,377,1000,0.377
516,None,15,1000,0.015
516,Stubborn,41,1000,0.041
516,Uninterested,12,1000,0.012
517,Activist,79,1000,0.079
517,Careful,174,1000,0.174
517,Early adopter,5,1000,0.005
517,Fearful,80,1000,0.08
517,Homo economicus,186,1000,0.186
517,Influencer,20,1000,0.02
517,Missing,392,1000,0.392
517,None,8,1000,0.008
517,Stubborn,44,1000,0.044
517,Uninterested,12,1000,0.012
518,Activist,82,1000,0.082
518,Careful,175,1000,0.175
518,Early adopter,9,1000,0.009
518,Fearful,87,1000,0.087
518,Homo economicus,178,1000,0.178
518,Influencer,28,1000,0.028
518,Missing,380,1000,0.38
518,None,18,1000,0.018
518,Stubborn,33,1000,0.033
518,Uninterested,10,1000,0.01
519,Activist,57,1000,0.057
519,Careful,168,1000,0.168
519,Early adopter,7,1000,0.007
519,Fearful,94,1000,0.094
519,Homo economicus,164,1000,0.164
519,Influencer,33,1000,0.033
519,Missing,385,1000,0.385
519,None,23,1000,0.023
519,Stubborn,55,1000,0.055
519,Uninterested,14,1000,0.014
520,Activist,65,1000,0.065
520,Careful,186,1000,0.186
520,Early adopter,8,1000,0.008
520,Fearful,90,1000,0.09
520,Homo economicus,155,1000,0.155
520,Influencer,26,1000,0.026
520,Missing,384,1000,0.384
520,None,15,1000,0.015
520,Stubborn,53,1000,0.053
520,Uninterested,18,1000,0.018
521,Activist,65,1000,0.065
521,Careful,172,1000,0.172
521,Early adopter,7,1000,0.007
521,Fearful,78,1000,0.078
521,Homo economicus,189,1000,0.189
521,Influencer,19,1000,0.019
521,Missing,395,1000,0.395
521,None,17,1000,0.017
521,Stubborn,44,1000,0.044
521,Uninterested,14,1000,0.014
522,Activist,64,1000,0.064
522,Careful,163,1000,0.163
522,Early adopter,10,1000,0.01
522,Fearful,99,1000,0.099
522,Homo economicus,178,1000,0.178
522,Influencer,29,1000,0.029
522,Missing,389,1000,0.389
522,None,19,1000,0.019
522,Stubborn,40,1000,0.04
522,Uninterested,9,1000,0.009
523,Activist,73,1000,0.073
523,Careful,151,1000,0.151
523,Early adopter,10,1000,0.01
523,Fearful,95,1000,0.095
523,Homo economicus,185,1000,0.185
523,Influencer,24,1000,0.024
523,Missing,395,1000,0.395
523,None,10,1000,0.01
523,Stubborn,43,1000,0.043
523,Uninterested,14,1000,0.014
524,Activist,68,1000,0.068
524,Careful,189,1000,0.189
524,Early adopter,5,1000,0.005
524,Fearful,85,1000,0.085
524,Homo economicus,162,1000,0.162
524,Influencer,16,1000,0.016
524,Missing,392,1000,0.392
524,None,25,1000,0.025
524,Stubborn,43,1000,0.043
524,Uninterested,15,1000,0.015
525,Activist,75,1000,0.075
525,Careful,178,1000,0.178
525,Early adopter,6,1000,0.006
525,Fearful,94,1000,0.094
525,Homo economicus,181,1000,0.181
525,Influencer,24,1000,0.024
525,Missing,377,1000,0.377
525,None,16,1000,0.016
525,Stubborn,33,1000,0.033
525,Uninterested,16,1000,0.016
526,Activist,70,1000,0.07
526,Careful,208,1000,0.208
526,Early adopter,14,1000,0.014
526,Fearful,82,1000,0.082
526,Homo economicus,162,1000,0.162
526,Influencer,22,1000,0.022
526,Missing,370,1000,0.37
526,None,19,1000,0.019
526,Stubborn,40,1000,0.04
526,Uninterested,13,1000,0.013
527,Activist,69,1000,0.069
527,Careful,166,1000,0.166
527,Early adopter,3,1000,0.003
527,Fearful,84,1000,0.084
527,Homo economicus,184,1000,0.184
527,Influencer,26,1000,0.026
527,Missing,390,1000,0.39
527,None,18,1000,0.018
527,Stubborn,47,1000,0.047
527,Uninterested,13,1000,0.013
528,Activist,77,1000,0.077
528,Careful,184,1000,0.184
528,Early adopter,11,1000,0.011
528,Fearful,90,1000,0.09
528,Homo economicus,179,1000,0.179
528,Influencer,22,1000,0.022
528,Missing,375,1000,0.375
528,None,9,1000,0.009
528,Stubborn,38,1000,0.038
528,Uninterested,15,1000,0.015
529,Activist,92,1000,0.092
529,Careful,177,1000,0.177
529,Early adopter,13,1000,0.013
529,Fearful,89,1000,0.089
529,Homo economicus,165,1000,0.165
529,Influencer,23,1000,0.023
529,Missing,370,1000,0.37
529,None,17,1000,0.017
529,Stubborn,37,1000,0.037
529,Uninterested,17,1000,0.017
530,Activist,73,1000,0.073
530,Careful,179,1000,0.179
530,Early adopter,12,1000,0.012
530,Fearful,71,1000,0.071
530,Homo economicus,184,1000,0.184
530,Influencer,25,1000,0.025
530,Missing,377,1000,0.377
530,None,17,1000,0.017
530,Stubborn,43,1000,0.043
530,Uninterested,19,1000,0.019
531,Activist,68,1000,0.068
531,Careful,168,1000,0.168
531,Early adopter,7,1000,0.007
531,Fearful,102,1000,0.102
531,Homo economicus,159,1000,0.159
531,Influencer,32,1000,0.032
531,Missing,388,1000,0.388
531,None,14,1000,0.014
531,Stubborn,46,1000,0.046
531,Uninterested,16,1000,0.016
532,Activist,72,1000,0.072
532,Careful,170,1000,0.17
532,Early adopter,7,1000,0.007
532,Fearful,93,1000,0.093
532,Homo economicus,193,1000,0.193
532,Influencer,25,1000,0.025
532,Missing,367,1000,0.367
532,None,15,1000,0.015
532,Stubborn,44,1000,0.044
532,Uninterested,14,1000,0.014
533,Activist,62,1000,0.062
533,Careful,169,1000,0.169
533,Early adopter,5,1000,0.005
533,Fearful,91,1000,0.091
533,Homo economicus,179,1000,0.179
533,Influencer,28,1000,0.028
533,Missing,392,1000,0.392
533,None,17,1000,0.017
533,Stubborn,43,1000,0.043
533,Uninterested,14,1000,0.014
534,Activist,72,1000,0.072
534,Careful,162,1000,0.162
534,Early adopter,6,1000,0.006
534,Fearful,96,1000,0.096
534,Homo economicus,164,1000,0.164
534,Influencer,31,1000,0.031
534,Missing,399,1000,0.399
534,None,13,1000,0.013
534,Stubborn,38,1000,0.038
534,Uninterested,19,1000,0.019
535,Activist,67,1000,0.067
535,Careful,183,1000,0.183
535,Early adopter,13,1000,0.013
535,Fearful,83,1000,0.083
535,Homo economicus,148,1000,0.148
535,Influencer,36,1000,0.036
535,Missing,390,1000,0.39
535,None,17,1000,0.017
535,Stubborn,49,1000,0.049
535,Uninterested,14,1000,0.014
536,Activist,68,1000,0.068
536,Careful,189,1000,0.189
536,Early adopter,7,1000,0.007
536,Fearful,86,1000,0.086
536,Homo economicus,173,1000,0.173
536,Influencer,22,1000,0.022
536,Missing,376,1000,0.376
536,None,19,1000,0.019
536,Stubborn,44,1000,0.044
536,Uninterested,16,1000,0.016
537,Activist,72,1000,0.072
537,Careful,190,1000,0.19
537,Early adopter,5,1000,0.005
537,Fearful,94,1000,0.094
537,Homo economicus,169,1000,0.169
537,Influencer,31,1000,0.031
537,Missing,377,1000,0.377
537,None,15,1000,0.015
537,Stubborn,35,1000,0.035
537,Uninterested,12,1000,0.012
538,Activist,68,1000,0.068
538,Careful,175,1000,0.175
538,Early adopter,10,1000,0.01
538,Fearful,111,1000,0.111
538,Homo economicus,176,1000,0.176
538,Influencer,19,1000,0.019
538,Missing,366,1000,0.366
538,None,16,1000,0.016
538,Stubborn,45,1000,0.045
538,Uninterested,14,1000,0.014
539,Activist,74,1000,0.074
539,Careful,184,1000,0.184
539,Early adopter,6,1000,0.006
539,Fearful,79,1000,0.079
539,Homo economicus,174,1000,0.174
539,Influencer,28,1000,0.028
539,Missing,397,1000,0.397
539,None,16,1000,0.016
539,Stubborn,28,1000,0.028
539,Uninterested,14,1000,0.014
540,Activist,74,1000,0.074
540,Careful,186,1000,0.186
540,Early adopter,5,1000,0.005
540,Fearful,93,1000,0.093
540,Homo economicus,166,1000,0.166
540,Influencer,25,1000,0.025
540,Missing,371,1000,0.371
540,None,20,1000,0.02
540,Stubborn,47,1000,0.047
540,Uninterested,13,1000,0.013
541,Activist,66,1000,0.066
541,Careful,175,1000,0.175
541,Early adopter,9,1000,0.009
541,Fearful,81,1000,0.081
541,Homo economicus,189,1000,0.189
541,Influencer,29,1000,0.029
541,Missing,374,1000,0.374
541,None,15,1000,0.015
541,Stubborn,47,1000,0.047
541,Uninterested,15,1000,0.015
542,Activist,64,1000,0.064
542,Careful,207,1000,0.207
542,Early adopter,8,1000,0.008
542,Fearful,80,1000,0.08
542,Homo economicus,177,1000,0.177
542,Influencer,25,1000,0.025
542,Missing,376,1000,0.376
542,None,15,1000,0.015
542,Stubborn,35,1000,0.035
542,Uninterested,13,1000,0.013
543,Activist,74,1000,0.074
543,Careful,180,1000,0.18
543,Early adopter,9,1000,0.009
543,Fearful,78,1000,0.078
543,Homo economicus,169,1000,0.169
543,Influencer,25,1000,0.025
543,Missing,399,1000,0.399
543,None,15,1000,0.015
543,Stubborn,41,1000,0.041
543,Uninterested,10,1000,0.01
544,Activist,79,1000,0.079
544,Careful,184,1000,0.184
544,Early adopter,11,1000,0.011
544,Fearful,97,1000,0.097
544,Homo economicus,180,1000,0.18
544,Influencer,24,1000,0.024
544,Missing,356,1000,0.356
544,None,11,1000,0.011
544,Stubborn,41,1000,0.041
544,Uninterested,17,1000,0.017
545,Activist,86,1000,0.086
545,Careful,164,1000,0.164
545,Early adopter,7,1000,0.007
545,Fearful,79,1000,0.079
545,Homo economicus,176,1000,0.176
545,Influencer,25,1000,0.025
545,Missing,393,1000,0.393
545,None,18,1000,0.018
545,Stubborn,42,1000,0.042
545,Uninterested,10,1000,0.01
546,Activist,74,1000,0.074
546,Careful,143,1000,0.143
546,Early adopter,6,1000,0.006
546,Fearful,100,1000,0.1
546,Homo economicus,175,1000,0.175
546,Influencer,22,1000,0.022
546,Missing,398,1000,0.398
546,None,13,1000,0.013
546,Stubborn,55,1000,0.055
546,Uninterested,14,1000,0.014
547,Activist,61,1000,0.061
547,Careful,168,1000,0.168
