participant_id,macro_archetype_5,self_profile,adoption_stage,stage,technology,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
367,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,65.4,NA,NA,62.75,NA,NA,NA,NA,26.5
368,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Sistema de refrigeración,NA,NA,NA,80.5,81,NA,NA,NA,NA
368,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,43.8,NA,NA,NA,NA,NA,NA,NA,NA
369,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Cambio de tarifa eléctrica,64.5,NA,84.4,66.5,NA,NA,NA,NA,NA
371,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Medidas de microeficiencia,73.8,NA,NA,NA,65.5,NA,NA,NA,NA
371,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,73.8,NA,NA,80.75,65.5,NA,NA,NA,NA
371,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,73.8,NA,NA,80.75,65.5,NA,NA,NA,NA
372,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Sistemas inteligentes del hogar,46,NA,NA,NA,65,NA,NA,NA,61
372,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,46,NA,NA,NA,65,NA,NA,NA,61
372,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,46,NA,NA,NA,65,NA,NA,NA,61
PROLIFIC_56ab6fd869b24700065cbdbd,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Electrodomésticos eficientes,80.2,NA,85.4,NA,NA,NA,NA,NA,39.5
PROLIFIC_57e928630cb6700001dd8f8a,G4_HomoEconomicus,Homo economicus,Done,Implementada,Kits solares de balcón,60.2,NA,71.4,72.75,NA,NA,NA,NA,NA
PROLIFIC_57e928630cb6700001dd8f8a,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Almacenamiento energético,60.2,NA,71.4,72.75,NA,NA,NA,NA,NA
PROLIFIC_5a2310ebdf5bd00001b37474,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,NA,79.5,NA,NA,63,NA,NA,NA,31
PROLIFIC_5a2310ebdf5bd00001b37474,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Ventilación con recuperador,NA,79.5,NA,NA,63,NA,NA,NA,31
PROLIFIC_5b3f242f9c2ec600014ef9fc,G4_HomoEconomicus,Homo economicus,Done,Implementada,Sistema de refrigeración,NA,NA,NA,77.5,100,NA,NA,NA,NA
PROLIFIC_5b3f242f9c2ec600014ef9fc,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,90,70,NA,77.5,NA,NA,NA,NA,NA
PROLIFIC_5b3f242f9c2ec600014ef9fc,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,90,NA,NA,77.5,100,NA,NA,NA,NA
PROLIFIC_5c66cc9246bfc200019044b8,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,71,90,NA,NA,92.5,NA,NA,NA,NA
PROLIFIC_5c66cc9246bfc200019044b8,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,71,90,NA,NA,92.5,NA,NA,NA,NA
PROLIFIC_5cd53d40aeb4100001c18aa8,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,36.5
PROLIFIC_5cd53d40aeb4100001c18aa8,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,50.25,NA,NA,NA,NA,NA,NA,NA,36.5
PROLIFIC_5cd53d40aeb4100001c18aa8,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,50.25,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5cf101ea48405a0018415d09,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,36.4,NA,69.8,NA,NA,NA,NA,NA,NA
PROLIFIC_5cf101ea48405a0018415d09,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Bomba de calor,36.4,NA,NA,NA,85.5,NA,NA,NA,NA
PROLIFIC_5cf101ea48405a0018415d09,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,36.4,73,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5cf510ccb0bafb00161ffd56,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Cambio de tarifa eléctrica,64.4,69,NA,NA,NA,NA,NA,NA,52.5
PROLIFIC_5cf510ccb0bafb00161ffd56,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Almacenamiento energético,64.4,NA,NA,69.5,67,NA,NA,NA,NA
PROLIFIC_5d1f54b95538e6001a843293,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Electrodomésticos eficientes,56.4,NA,79.8,NA,91.5,NA,NA,NA,NA
PROLIFIC_5d1f54b95538e6001a843293,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,56.4,NA,NA,NA,91.5,48.2,NA,NA,NA
PROLIFIC_5d1f54b95538e6001a843293,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,56.4,NA,NA,93.5,91.5,NA,NA,NA,NA
PROLIFIC_5d24b3cfa433c000166f91bf,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,67,NA,NA,65.75,NA,NA,NA,NA,NA
PROLIFIC_5d24b3cfa433c000166f91bf,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistema de refrigeración,NA,NA,NA,NA,68,NA,NA,NA,NA
PROLIFIC_5d24b3cfa433c000166f91bf,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,67,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5d6558fa16871700012ea47b,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,93.6,NA,NA,NA,100,NA,38.333333333333336,NA,NA
PROLIFIC_5d6558fa16871700012ea47b,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Ascensor,NA,94.75,NA,87.75,NA,66.8,NA,NA,NA
PROLIFIC_5d6558fa16871700012ea47b,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,NA,NA,70.2,NA,NA,NA,38.333333333333336,64,NA
PROLIFIC_5d7e41aea60f7b00013cf1af,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,79.25,77.5,NA,NA,NA,29.5
PROLIFIC_5d7e41aea60f7b00013cf1af,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,73,NA,NA,NA,77.5,NA,NA,NA,29.5
PROLIFIC_5e35394d2149184e1a3d0450,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Sistemas inteligentes del hogar,32.2,NA,62,NA,NA,NA,NA,NA,32.5
PROLIFIC_5e35394d2149184e1a3d0450,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,32.2,70.5,NA,NA,NA,NA,NA,NA,32.5
PROLIFIC_5e35394d2149184e1a3d0450,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,32.2,NA,62,NA,NA,NA,NA,NA,32.5
PROLIFIC_5e4f73d0ca55663b5b9d18b0,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Medidas de microeficiencia,NA,NA,62.6,NA,NA,NA,NA,NA,31
PROLIFIC_5e4f73d0ca55663b5b9d18b0,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,60.6,75,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5e4f73d0ca55663b5b9d18b0,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,60.6,75,NA,NA,NA,NA,NA,NA,31
PROLIFIC_5e86e0a50a340d32316afe9d,G4_HomoEconomicus,Homo economicus,Done,Implementada,Calefacción fósil o biomasa,74.2,27,NA,53.25,NA,NA,NA,NA,NA
PROLIFIC_5e8f740429529124dfc3e7a5,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,63,NA,NA,NA,NA,NA,NA,NA,36
PROLIFIC_5e8f740429529124dfc3e7a5,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Agua caliente sanitaria,NA,NA,NA,NA,NA,41,NA,NA,NA
PROLIFIC_5e8f740429529124dfc3e7a5,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Cambio de tarifa eléctrica,63,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5e92267dcc3d6c553eb8c817,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,72.5,NA,65,56.25,NA,NA,NA,NA,NA
PROLIFIC_5e92267dcc3d6c553eb8c817,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,72.5,NA,NA,NA,60,NA,NA,47.5,NA
PROLIFIC_5e92267dcc3d6c553eb8c817,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ascensor,NA,NA,65,NA,60,38.8,NA,NA,NA
PROLIFIC_5eda1423dd2241017d85fd44,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Sistema de refrigeración,67,NA,NA,NA,62.5,NA,50,NA,NA
PROLIFIC_5eda1423dd2241017d85fd44,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Kits solares de balcón,67,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5eda1423dd2241017d85fd44,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,85,79,NA,NA,NA,NA,NA,NA
PROLIFIC_5f21ff288900cb4709dd49aa,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Sistemas inteligentes del hogar,NA,87,NA,NA,NA,NA,67.33333333333333,NA,66
PROLIFIC_5f21ff288900cb4709dd49aa,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,87,86.8,NA,NA,NA,NA,NA,66
PROLIFIC_5f21ff288900cb4709dd49aa,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,NA,NA,NA,NA,NA,NA,NA,66
PROLIFIC_5f2af36061a10a452cd8dc4e,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Sistemas inteligentes del hogar,53,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5f2af36061a10a452cd8dc4e,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,53,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5f2af36061a10a452cd8dc4e,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,53,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5f2dcc4c7989510ff7699cab,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,45,NA,81.2,75,NA,NA,NA,NA,NA
PROLIFIC_5f2dcc4c7989510ff7699cab,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,NA,NA,NA,75,NA,NA,NA,NA,50
PROLIFIC_5fbbc75f884010d82bf37532,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Cambio de tarifa eléctrica,62,NA,NA,NA,NA,NA,NA,18.5,NA
PROLIFIC_5fbbc75f884010d82bf37532,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Sistema de refrigeración,NA,NA,NA,NA,45,NA,NA,18.5,NA
PROLIFIC_5fe328a0a53c57f645dc0b19,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,67.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_5fe328a0a53c57f645dc0b19,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Medidas de microeficiencia,67.6,NA,NA,NA,NA,NA,NA,NA,37.5
PROLIFIC_6034e1952ed073efce57a8a7,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,59.8,75,74.2,NA,NA,NA,NA,NA,NA
PROLIFIC_6034e1952ed073efce57a8a7,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,59.8,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6034e1952ed073efce57a8a7,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,59.8,NA,NA,74.75,NA,NA,NA,NA,NA
PROLIFIC_60456799ca80066961f3fa3c,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,43.8,NA,NA,NA,NA,NA,NA,NA,33.5
PROLIFIC_60456799ca80066961f3fa3c,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,52,NA,33.5
PROLIFIC_60456799ca80066961f3fa3c,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,NA,NA,62.25,NA,NA,NA,NA,33.5
PROLIFIC_60827e52a046c9b82574d391,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,61.6,NA,62,61.5,NA,NA,NA,NA,NA
PROLIFIC_60827e52a046c9b82574d391,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Almacenamiento energético,61.6,NA,62,61.5,NA,NA,NA,NA,NA
PROLIFIC_60827e52a046c9b82574d391,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,61.6,NA,62,61.5,NA,NA,NA,NA,NA
PROLIFIC_609077b2d5f119a0c819a6cd,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Cambio de tarifa eléctrica,81,65,71,NA,NA,NA,NA,NA,NA
PROLIFIC_609077b2d5f119a0c819a6cd,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,81,65,NA,77.5,NA,NA,NA,NA,NA
PROLIFIC_61034f24da19cc56177b8b59,G4_HomoEconomicus,Homo economicus,Done,Implementada,Agua caliente sanitaria,78.25,88.75,NA,74,NA,NA,NA,NA,NA
PROLIFIC_61034f24da19cc56177b8b59,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Electrodomésticos eficientes,78.25,88.75,79.6,NA,NA,NA,NA,NA,NA
PROLIFIC_61034f24da19cc56177b8b59,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,78.25,88.75,NA,74,NA,NA,NA,NA,NA
PROLIFIC_6103a3ece71ab061d5624402,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,NA,73.75,NA,NA,70,NA,NA,NA,40
PROLIFIC_6103a3ece71ab061d5624402,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Kits solares de balcón,77,73.75,NA,NA,NA,NA,NA,NA,40
PROLIFIC_6103a3ece71ab061d5624402,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,77,73.75,NA,NA,70,NA,NA,NA,NA
PROLIFIC_6111037143ad4a71cf9e2852,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,70,NA,NA,NA,NA,NA,NA,NA,42.5
PROLIFIC_6111037143ad4a71cf9e2852,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,70,NA,NA,NA,NA,NA,NA,NA,42.5
PROLIFIC_6119075f1fe00f92c8153747,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,71.4,56.5,62,NA,NA,NA,NA,NA,NA
PROLIFIC_6119075f1fe00f92c8153747,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,71.4,NA,62,NA,NA,NA,30,NA,NA
PROLIFIC_6119075f1fe00f92c8153747,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,71.4,NA,62,NA,NA,54.8,NA,NA,NA
PROLIFIC_6136cb52db0f1cb2262bbf5d,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Cambio de tarifa eléctrica,74,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6136cb52db0f1cb2262bbf5d,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,NA,NA,66.25,70,NA,NA,NA,NA
PROLIFIC_6167579b785195f0db610d94,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,63.4,NA,61.8,NA,86.5,NA,NA,NA,NA
PROLIFIC_6167579b785195f0db610d94,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,63.4,NA,NA,NA,NA,NA,36,NA,29.5
PROLIFIC_62ead0772116e6bc70b7cd09,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,85.6,NA,NA,NA,NA,59,NA,NA,13.5
PROLIFIC_62ead0772116e6bc70b7cd09,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Ascensor,85.6,83.5,NA,NA,NA,NA,NA,NA,13.5
PROLIFIC_62ead0772116e6bc70b7cd09,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,85.6,NA,NA,NA,NA,NA,26.666666666666668,NA,13.5
PROLIFIC_63b3377ca1ccdfc7cc567503,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Agua caliente sanitaria,56.8,83.5,75.8,NA,NA,NA,NA,NA,NA
PROLIFIC_63b3377ca1ccdfc7cc567503,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,56.8,83.5,75.8,NA,NA,NA,NA,NA,NA
PROLIFIC_63b3377ca1ccdfc7cc567503,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,56.8,83.5,75.8,NA,NA,NA,NA,NA,NA
PROLIFIC_63ed0392b8b24c34aaf26310,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,72,74,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_63ed0392b8b24c34aaf26310,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,NA,NA,NA,NA,82,NA,NA,NA,NA
PROLIFIC_646219bb0b91a6f3327e39fb,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,51,NA,61,76.25,NA,NA,NA,NA,NA
PROLIFIC_646219bb0b91a6f3327e39fb,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Kits solares de balcón,51,NA,61,76.25,NA,NA,NA,NA,NA
PROLIFIC_646219bb0b91a6f3327e39fb,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,51,NA,61,NA,NA,NA,NA,NA,17.5
PROLIFIC_6470e501cc85b0287c8da951,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Electrodomésticos eficientes,55,NA,NA,85,50,NA,NA,NA,NA
PROLIFIC_6470e501cc85b0287c8da951,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,55,92.5,NA,85,NA,NA,NA,NA,NA
PROLIFIC_6470e501cc85b0287c8da951,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,55,92.5,79,NA,NA,NA,NA,NA,NA
PROLIFIC_64a814776d0d667482bcf926,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Bomba de calor,64.8,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_64e91e9b7ac897d0afa22985,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,58.2,80.25,NA,60,NA,NA,NA,NA,NA
PROLIFIC_64edf002c925fb837ee0a770,G4_HomoEconomicus,Homo economicus,Done,Implementada,Bomba de calor,51.2,NA,NA,69,NA,NA,NA,NA,NA
PROLIFIC_64edf002c925fb837ee0a770,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,51.2,61.25,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_65410ad762a7e3c570b6273c,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,NA,NA,NA,NA,55.5,55.6,NA,NA,50.5
PROLIFIC_654e38a9bd1961e9942af916,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,72.2,68,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_654e38a9bd1961e9942af916,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,72.2,68,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6597f6dc6f784e1f69bfadfa,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,49.4,NA,NA,NA,65,NA,NA,NA,24
PROLIFIC_6597f6dc6f784e1f69bfadfa,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Renovación de envolvente,49.4,NA,56,NA,NA,NA,22.666666666666668,NA,NA
PROLIFIC_6597f6dc6f784e1f69bfadfa,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Cambio de tarifa eléctrica,49.4,64.5,NA,NA,NA,NA,22.666666666666668,NA,NA
PROLIFIC_65b271a26aba0246730964f3,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Vehículo eléctrico,NA,NA,NA,62.75,NA,NA,NA,NA,NA
PROLIFIC_65b271a26aba0246730964f3,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,NA,NA,62.75,NA,NA,NA,NA,NA
PROLIFIC_6605852ff5914c22f592a372,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,81.4,NA,NA,NA,NA,57.8,NA,NA,59.5
PROLIFIC_6605852ff5914c22f592a372,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Bomba de calor,81.4,NA,NA,NA,79.5,NA,NA,NA,59.5
PROLIFIC_661581f5ba8868414baed7ca,G4_HomoEconomicus,Homo economicus,Done,Implementada,Sistema de refrigeración,NA,NA,NA,NA,56.5,NA,NA,NA,NA
PROLIFIC_66316420ced02e8c467d22a2,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Cambio de tarifa eléctrica,72,NA,NA,72.5,NA,12,NA,NA,NA
PROLIFIC_66316420ced02e8c467d22a2,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Kits solares de balcón,72,51.25,81,NA,NA,NA,NA,NA,NA
PROLIFIC_6646044a0b635b10c98237fb,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Medidas de microeficiencia,99.6,NA,NA,NA,80,NA,NA,NA,0
PROLIFIC_6646044a0b635b10c98237fb,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,99.6,66.66666666666667,NA,NA,NA,NA,NA,NA,0
PROLIFIC_6654840c725f74f1b0a206f9,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,72,NA,NA,NA,NA,NA,15.333333333333334,NA,52.5
PROLIFIC_6654840c725f74f1b0a206f9,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,72,66.75,NA,NA,NA,NA,NA,NA,52.5
PROLIFIC_667971a555af1f83d3f29ae7,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,59,NA,NA,NA,85,NA,NA,NA,NA
PROLIFIC_667971a555af1f83d3f29ae7,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,59,NA,NA,69,NA,NA,NA,NA,NA
PROLIFIC_667971a555af1f83d3f29ae7,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,59,63.75,69,NA,NA,NA,NA,NA,NA
PROLIFIC_669f4716791267ee6337641f,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,53.6,58.25,NA,52.75,NA,NA,NA,NA,NA
PROLIFIC_66bf543c179dbc75f790396c,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Agua caliente sanitaria,49.6,NA,NA,NA,NA,NA,NA,NA,70.5
PROLIFIC_66bf543c179dbc75f790396c,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,49.6,NA,84.4,NA,47.5,NA,NA,NA,NA
PROLIFIC_66cc80d93247b5e14b3b7112,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Almacenamiento energético,51.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_66cc80d93247b5e14b3b7112,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,NA,NA,73,NA,NA,NA,19,NA
PROLIFIC_66cc80d93247b5e14b3b7112,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,51.6,79.25,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_672b6f50809e58bcc13a57b4,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,59.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_672b6f50809e58bcc13a57b4,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Comunidad energética,59.4,71.75,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_672b6f50809e58bcc13a57b4,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,59.4,NA,NA,NA,75,NA,NA,NA,NA
PROLIFIC_67458e548861194752950b3e,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,62.75,NA,NA,NA,NA,NA,NA,68.5,NA
PROLIFIC_692479671925a3943fce7055,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Bomba de calor,67.5,NA,NA,NA,NA,NA,NA,NA,35
