integrated_row_id,comparison_region,subsample,dataset_source,n_det_valid_original,n_det_missing_original,n_det_imputed_50,prop_det_imputed_50,has_det_imputed_50,det_cols_imputed_50,n_det_valid,n_det_missing,usable_for_clustering
3553,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3554,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3555,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3556,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3557,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3558,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3559,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3560,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3561,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3562,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3563,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3564,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3565,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3566,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3567,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3568,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3569,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3570,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3571,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3572,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3573,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3574,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3575,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3576,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3577,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3578,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3579,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3580,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3581,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3582,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3583,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3584,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3585,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3586,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3587,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3588,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3589,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3590,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3591,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3592,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3593,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3594,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3595,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3596,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3597,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3598,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3599,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3600,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3601,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3602,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3603,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3604,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3605,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3606,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3607,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3608,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3609,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3610,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3611,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3612,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3613,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3614,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3615,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3616,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3617,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3618,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3619,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3620,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3621,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3622,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3623,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3624,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3625,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3626,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3627,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3628,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3629,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3630,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3631,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3632,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3633,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3634,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3635,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3636,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3637,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3638,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3639,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3640,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3641,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3642,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3643,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3644,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3645,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3646,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3647,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3648,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3649,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3650,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3651,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3652,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3653,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3654,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3655,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3656,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3657,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3658,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3659,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3660,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3661,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3662,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3663,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3664,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3665,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3666,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3667,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3668,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3669,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3670,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3671,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3672,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3673,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3674,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3675,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3676,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3677,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3678,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3679,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3680,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3681,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3682,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3683,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3684,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3685,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3686,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3687,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3688,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3689,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3690,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3691,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3692,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3693,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3694,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3695,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3696,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3697,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3698,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3699,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3700,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3701,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3702,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3703,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3704,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3705,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3706,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3707,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3708,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3709,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3710,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3711,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3712,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3713,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3714,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3715,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3716,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3717,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3718,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3719,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3720,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3721,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3722,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3723,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3724,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3725,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3726,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3727,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3728,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3729,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3730,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3731,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3732,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3733,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3734,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3735,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3736,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3737,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3738,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3739,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3740,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3741,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3742,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3743,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3744,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3745,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3746,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3747,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3748,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3749,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3750,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3751,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3752,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3753,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3754,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3755,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3756,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3757,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3758,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3759,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3760,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3761,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3762,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3763,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3764,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3765,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3766,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3767,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3768,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3769,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3770,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3771,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3772,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3773,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3774,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3775,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3776,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3777,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3778,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3779,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3780,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3781,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3782,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3783,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3784,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3785,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3786,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3787,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3788,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3789,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3790,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3791,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3792,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3793,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3794,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3795,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3796,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3797,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3798,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3799,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3800,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3801,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3802,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3803,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3804,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3805,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3806,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3807,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3808,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3809,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3810,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3811,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3812,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3813,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3814,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3815,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3816,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3817,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3818,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3819,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3820,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3821,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3822,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3823,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3824,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3825,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3826,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3827,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3828,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3829,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3830,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3831,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3832,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3833,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3834,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3835,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3836,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3837,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3838,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3839,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3840,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3841,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3842,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3843,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3844,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3845,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3846,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3847,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3848,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3849,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3850,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3851,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3852,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3853,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3854,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3855,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3856,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3857,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3858,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3859,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3860,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3861,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3862,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3863,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3864,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3865,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3866,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3867,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3868,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3869,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3870,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3871,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3872,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3873,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3874,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
3875,EUROPE,DIEGO,diego,32,0,0,0,FALSE,NA,32,0,TRUE
