"scenario","type","reference","D","K","freq_covered","pct_covered"
"10-32","pos","kmeans",5,5,352132,44.0165
"10-32","pos","kmeans",5,6,352132,44.0165
"10-32","pos","kmeans",5,7,352132,44.0165
"10-32","pos","kmeans",5,8,352132,44.0165
"10-32","pos","kmeans",5,9,352132,44.0165
"10-32","pos","kmeans",6,1,675943,84.492875
"10-32","pos","kmeans",6,2,676064,84.508
"10-32","pos","kmeans",6,3,676610,84.57625
"10-32","pos","kmeans",6,4,677107,84.638375
"10-32","pos","kmeans",6,5,677119,84.639875
"10-32","pos","kmeans",6,6,677126,84.64075
"10-32","pos","kmeans",6,7,677128,84.641
"10-32","pos","kmeans",6,8,677128,84.641
"10-32","pos","kmeans",6,9,677128,84.641
"10-32","pos","kmeans",7,1,678309,84.788625
"10-32","pos","kmeans",7,2,685265,85.658125
"10-32","pos","kmeans",7,3,689779,86.222375
"10-32","pos","kmeans",7,4,689808,86.226
"10-32","pos","kmeans",7,5,690458,86.30725
"10-32","pos","kmeans",7,6,690461,86.307625
"10-32","pos","kmeans",7,7,690464,86.308
"10-32","pos","kmeans",7,8,690464,86.308
"10-32","pos","kmeans",7,9,690464,86.308
"10-32","pos","kmeans",8,1,780252,97.5315
"10-32","pos","kmeans",8,2,780369,97.546125
"10-32","pos","kmeans",8,3,780403,97.550375
"10-32","pos","kmeans",8,4,780446,97.55575
"10-32","pos","kmeans",8,5,781160,97.645
"10-32","pos","kmeans",8,6,781162,97.64525
"10-32","pos","kmeans",8,7,781182,97.64775
"10-32","pos","kmeans",8,8,781182,97.64775
"10-32","pos","kmeans",8,9,781182,97.64775
"10-32","pos","kmeans",9,1,780549,97.568625
"10-32","pos","kmeans",9,2,783936,97.992
"10-32","pos","kmeans",9,3,784792,98.099
"10-32","pos","kmeans",9,4,784929,98.116125
"10-32","pos","kmeans",9,5,784956,98.1195
"10-32","pos","kmeans",9,6,785631,98.203875
"10-32","pos","kmeans",9,7,785651,98.206375
"10-32","pos","kmeans",9,8,785664,98.208
"10-32","pos","kmeans",9,9,785664,98.208
"10-32","pos","kmeans",10,1,795882,99.48525
"10-32","pos","kmeans",10,2,795987,99.498375
"10-32","pos","kmeans",10,3,796032,99.504
"10-32","pos","kmeans",10,4,796127,99.515875
"10-32","pos","kmeans",10,5,796189,99.523625
"10-32","pos","kmeans",10,6,796737,99.592125
"10-32","pos","kmeans",10,7,796745,99.593125
"10-32","pos","kmeans",10,8,796785,99.598125
"10-32","pos","kmeans",10,9,796800,99.6
"10-32","pos","kmeans",11,1,796101,99.512625
"10-32","pos","kmeans",11,2,796907,99.613375
"10-32","pos","kmeans",11,3,797043,99.630375
"10-32","pos","kmeans",11,4,797148,99.6435
"10-32","pos","kmeans",11,5,797329,99.666125
"10-32","pos","kmeans",11,6,797705,99.713125
"10-32","pos","kmeans",11,7,797735,99.716875
"10-32","pos","kmeans",11,8,797738,99.71725
"10-32","pos","kmeans",11,9,797775,99.721875
"10-32","pos","kmeans",12,1,798535,99.816875
"10-32","pos","kmeans",12,2,798695,99.836875
"10-32","pos","kmeans",12,3,798724,99.8405
"10-32","pos","kmeans",12,4,798781,99.847625
"10-32","pos","kmeans",12,5,798995,99.874375
"10-32","pos","kmeans",12,6,799154,99.89425
"10-32","pos","kmeans",12,7,799171,99.896375
"10-32","pos","kmeans",12,8,799190,99.89875
"10-32","pos","kmeans",12,9,799303,99.912875
"10-32","pos","kmeans",13,1,798803,99.850375
"10-32","pos","kmeans",13,2,799086,99.88575
"10-32","pos","kmeans",13,3,799164,99.8955
"10-32","pos","kmeans",13,4,799283,99.910375
"10-32","pos","kmeans",13,5,799441,99.930125
"10-32","pos","kmeans",13,6,799494,99.93675
"10-32","pos","kmeans",13,7,799509,99.938625
"10-32","pos","kmeans",13,8,799510,99.93875
"10-32","pos","kmeans",13,9,799588,99.9485
"10-32","pos","kmeans",14,1,799452,99.9315
"10-32","pos","kmeans",14,2,799535,99.941875
"10-32","pos","kmeans",14,3,799561,99.945125
"10-32","pos","kmeans",14,4,799686,99.96075
"10-32","pos","kmeans",14,5,799762,99.97025
"10-32","pos","kmeans",14,6,799796,99.9745
"10-32","pos","kmeans",14,7,799797,99.974625
"10-32","pos","kmeans",14,8,799801,99.975125
"10-32","pos","kmeans",14,9,799957,99.994625
"10-32","pos","kmeans",15,1,800000,100
"10-32","pos","kmeans",15,2,800000,100
"10-32","pos","kmeans",15,3,800000,100
"10-32","pos","kmeans",15,4,800000,100
"10-32","pos","kmeans",15,5,800000,100
"10-32","pos","kmeans",15,6,800000,100
"10-32","pos","kmeans",15,7,800000,100
"10-32","pos","kmeans",15,8,800000,100
"10-32","pos","kmeans",15,9,800000,100
"10-32","pos","kmeans",16,1,800000,100
"10-32","pos","kmeans",16,2,800000,100
"10-32","pos","kmeans",16,3,800000,100
"10-32","pos","kmeans",16,4,800000,100
"10-32","pos","kmeans",16,5,800000,100
"10-32","pos","kmeans",16,6,800000,100
"10-32","pos","kmeans",16,7,800000,100
"10-32","pos","kmeans",16,8,800000,100
"10-32","pos","kmeans",16,9,800000,100
"10-32","pos","kmeans",17,1,800000,100
"10-32","pos","kmeans",17,2,800000,100
"10-32","pos","kmeans",17,3,800000,100
"10-32","pos","kmeans",17,4,800000,100
"10-32","pos","kmeans",17,5,800000,100
"10-32","pos","kmeans",17,6,800000,100
"10-32","pos","kmeans",17,7,800000,100
"10-32","pos","kmeans",17,8,800000,100
"10-32","pos","kmeans",17,9,800000,100
"10-32","pos","kmeans",18,1,800000,100
"10-32","pos","kmeans",18,2,800000,100
"10-32","pos","kmeans",18,3,800000,100
"10-32","pos","kmeans",18,4,800000,100
"10-32","pos","kmeans",18,5,800000,100
"10-32","pos","kmeans",18,6,800000,100
"10-32","pos","kmeans",18,7,800000,100
"10-32","pos","kmeans",18,8,800000,100
"10-32","pos","kmeans",18,9,800000,100
"10-32","pos","kmeans",19,1,800000,100
"10-32","pos","kmeans",19,2,800000,100
"10-32","pos","kmeans",19,3,800000,100
"10-32","pos","kmeans",19,4,800000,100
"10-32","pos","kmeans",19,5,800000,100
"10-32","pos","kmeans",19,6,800000,100
"10-32","pos","kmeans",19,7,800000,100
"10-32","pos","kmeans",19,8,800000,100
"10-32","pos","kmeans",19,9,800000,100
"10-32","pos","kmeans",20,1,800000,100
"10-32","pos","kmeans",20,2,800000,100
"10-32","pos","kmeans",20,3,800000,100
"10-32","pos","kmeans",20,4,800000,100
"10-32","pos","kmeans",20,5,800000,100
"10-32","pos","kmeans",20,6,800000,100
"10-32","pos","kmeans",20,7,800000,100
"10-32","pos","kmeans",20,8,800000,100
"10-32","pos","kmeans",20,9,800000,100
"10-32","pos","sins",0,1,0,0
"10-32","pos","sins",0,2,0,0
"10-32","pos","sins",0,3,0,0
"10-32","pos","sins",0,4,0,0
"10-32","pos","sins",0,5,0,0
"10-32","pos","sins",0,6,0,0
"10-32","pos","sins",0,7,0,0
"10-32","pos","sins",1,1,0,0
"10-32","pos","sins",1,2,0,0
"10-32","pos","sins",1,3,0,0
"10-32","pos","sins",1,4,0,0
"10-32","pos","sins",1,5,0,0
"10-32","pos","sins",1,6,0,0
"10-32","pos","sins",1,7,0,0
"10-32","pos","sins",2,1,0,0
"10-32","pos","sins",2,2,0,0
"10-32","pos","sins",2,3,0,0
"10-32","pos","sins",2,4,0,0
"10-32","pos","sins",2,5,0,0
"10-32","pos","sins",2,6,0,0
"10-32","pos","sins",2,7,0,0
"10-32","pos","sins",3,1,189,0.023625
"10-32","pos","sins",3,2,189,0.023625
"10-32","pos","sins",3,3,189,0.023625
"10-32","pos","sins",3,4,189,0.023625
"10-32","pos","sins",3,5,189,0.023625
"10-32","pos","sins",3,6,189,0.023625
"10-32","pos","sins",3,7,189,0.023625
"10-32","pos","sins",4,1,24308,3.0385
"10-32","pos","sins",4,2,25916,3.2395
"10-32","pos","sins",4,3,25956,3.2445
"10-32","pos","sins",4,4,25964,3.2455
"10-32","pos","sins",4,5,25964,3.2455
"10-32","pos","sins",4,6,25964,3.2455
"10-32","pos","sins",4,7,25964,3.2455
"10-32","pos","sins",5,1,144647,18.080875
"10-32","pos","sins",5,2,169030,21.12875
"10-32","pos","sins",5,3,169681,21.210125
"10-32","pos","sins",5,4,169712,21.214
"10-32","pos","sins",5,5,169714,21.21425
"10-32","pos","sins",5,6,169715,21.214375
"10-32","pos","sins",5,7,169715,21.214375
"10-32","pos","sins",6,1,247638,30.95475
"10-32","pos","sins",6,2,364178,45.52225
"10-32","pos","sins",6,3,368282,46.03525
"10-32","pos","sins",6,4,371882,46.48525
"10-32","pos","sins",6,5,371924,46.4905
"10-32","pos","sins",6,6,371926,46.49075
"10-32","pos","sins",6,7,371926,46.49075
"10-32","pos","sins",7,1,474286,59.28575
"10-32","pos","sins",7,2,530417,66.302125
"10-32","pos","sins",7,3,534507,66.813375
"10-32","pos","sins",7,4,542626,67.82825
"10-32","pos","sins",7,5,542773,67.846625
"10-32","pos","sins",7,6,542816,67.852
"10-32","pos","sins",7,7,542819,67.852375
"10-32","pos","sins",8,1,560122,70.01525
"10-32","pos","sins",8,2,645811,80.726375
"10-32","pos","sins",8,3,651052,81.3815
"10-32","pos","sins",8,4,753734,94.21675
"10-32","pos","sins",8,5,753997,94.249625
"10-32","pos","sins",8,6,754041,94.255125
"10-32","pos","sins",8,7,754086,94.26075
"10-32","pos","sins",9,1,666187,83.273375
"10-32","pos","sins",9,2,688625,86.078125
"10-32","pos","sins",9,3,692165,86.520625
"10-32","pos","sins",9,4,772754,96.59425
"10-32","pos","sins",9,5,773052,96.6315
"10-32","pos","sins",9,6,773093,96.636625
"10-32","pos","sins",9,7,773095,96.636875
"10-32","pos","sins",10,1,727286,90.91075
"10-32","pos","sins",10,2,762176,95.272
"10-32","pos","sins",10,3,777843,97.230375
"10-32","pos","sins",10,4,792678,99.08475
"10-32","pos","sins",10,5,793161,99.145125
"10-32","pos","sins",10,6,793338,99.16725
"10-32","pos","sins",10,7,793366,99.17075
"10-32","pos","sins",11,1,784240,98.03
"10-32","pos","sins",11,2,787308,98.4135
"10-32","pos","sins",11,3,791070,98.88375
"10-32","pos","sins",11,4,796153,99.519125
"10-32","pos","sins",11,5,796454,99.55675
"10-32","pos","sins",11,6,796518,99.56475
"10-32","pos","sins",11,7,796548,99.5685
"10-32","pos","sins",12,1,784578,98.07225
"10-32","pos","sins",12,2,796520,99.565
"10-32","pos","sins",12,3,797777,99.722125
"10-32","pos","sins",12,4,798669,99.833625
"10-32","pos","sins",12,5,798958,99.86975
"10-32","pos","sins",12,6,799037,99.879625
"10-32","pos","sins",12,7,799105,99.888125
"10-32","pos","sins",13,1,797735,99.716875
"10-32","pos","sins",13,2,798462,99.80775
"10-32","pos","sins",13,3,798899,99.862375
"10-32","pos","sins",13,4,799158,99.89475
"10-32","pos","sins",13,5,799303,99.912875
"10-32","pos","sins",13,6,799379,99.922375
"10-32","pos","sins",13,7,799440,99.93
"10-32","pos","sins",14,1,797896,99.737
"10-32","pos","sins",14,2,799066,99.88325
"10-32","pos","sins",14,3,799478,99.93475
"10-32","pos","sins",14,4,799771,99.971375
"10-32","pos","sins",14,5,799825,99.978125
"10-32","pos","sins",14,6,799891,99.986375
"10-32","pos","sins",14,7,799902,99.98775
"10-32","pos","sins",15,1,799138,99.89225
"10-32","pos","sins",15,2,799544,99.943
"10-32","pos","sins",15,3,799752,99.969
"10-32","pos","sins",15,4,799907,99.988375
"10-32","pos","sins",15,5,799930,99.99125
"10-32","pos","sins",15,6,799986,99.99825
"10-32","pos","sins",15,7,799995,99.999375
"10-32","pos","sins",16,1,799646,99.95575
"10-32","pos","sins",16,2,799893,99.986625
"10-32","pos","sins",16,3,799993,99.999125
"10-32","pos","sins",16,4,799994,99.99925
"10-32","pos","sins",16,5,799996,99.9995
"10-32","pos","sins",16,6,800000,100
"10-32","pos","sins",16,7,800000,100
"10-32","pos","sins",17,1,799708,99.9635
"10-32","pos","sins",17,2,799903,99.987875
"10-32","pos","sins",17,3,799990,99.99875
"10-32","pos","sins",17,4,799997,99.999625
"10-32","pos","sins",17,5,799998,99.99975
"10-32","pos","sins",17,6,800000,100
"10-32","pos","sins",17,7,800000,100
"10-32","pos","sins",18,1,799951,99.993875
"10-32","pos","sins",18,2,799999,99.999875
"10-32","pos","sins",18,3,800000,100
"10-32","pos","sins",18,4,800000,100
"10-32","pos","sins",18,5,800000,100
"10-32","pos","sins",18,6,800000,100
"10-32","pos","sins",18,7,800000,100
"10-32","pos","sins",19,1,799975,99.996875
"10-32","pos","sins",19,2,800000,100
"10-32","pos","sins",19,3,800000,100
"10-32","pos","sins",19,4,800000,100
"10-32","pos","sins",19,5,800000,100
"10-32","pos","sins",19,6,800000,100
"10-32","pos","sins",19,7,800000,100
"10-32","pos","sins",20,1,799999,99.999875
"10-32","pos","sins",20,2,800000,100
"10-32","pos","sins",20,3,800000,100
"10-32","pos","sins",20,4,800000,100
"10-32","pos","sins",20,5,800000,100
"10-32","pos","sins",20,6,800000,100
"10-32","pos","sins",20,7,800000,100
"10-32","ext","experts",0,1,25,0.003125
"10-32","ext","experts",0,2,25,0.003125
"10-32","ext","experts",0,3,25,0.003125
"10-32","ext","experts",0,4,25,0.003125
"10-32","ext","experts",0,5,25,0.003125
"10-32","ext","experts",0,6,25,0.003125
"10-32","ext","experts",0,7,25,0.003125
"10-32","ext","experts",0,8,25,0.003125
"10-32","ext","experts",1,1,2459,0.307375
"10-32","ext","experts",1,2,2461,0.307625
"10-32","ext","experts",1,3,2462,0.30775
"10-32","ext","experts",1,4,2462,0.30775
"10-32","ext","experts",1,5,2462,0.30775
"10-32","ext","experts",1,6,2462,0.30775
"10-32","ext","experts",1,7,2462,0.30775
"10-32","ext","experts",1,8,2462,0.30775
"10-32","ext","experts",2,1,22258,2.78225
"10-32","ext","experts",2,2,22269,2.783625
"10-32","ext","experts",2,3,22278,2.78475
"10-32","ext","experts",2,4,22282,2.78525
"10-32","ext","experts",2,5,22282,2.78525
"10-32","ext","experts",2,6,22283,2.785375
"10-32","ext","experts",2,7,22283,2.785375
"10-32","ext","experts",2,8,22283,2.785375
"10-32","ext","experts",3,1,167437,20.929625
"10-32","ext","experts",3,2,168374,21.04675
"10-32","ext","experts",3,3,168385,21.048125
"10-32","ext","experts",3,4,168582,21.07275
"10-32","ext","experts",3,5,168693,21.086625
"10-32","ext","experts",3,6,168772,21.0965
"10-32","ext","experts",3,7,168797,21.099625
"10-32","ext","experts",3,8,168797,21.099625
"10-32","ext","experts",4,1,196983,24.622875
"10-32","ext","experts",4,2,208087,26.010875
"10-32","ext","experts",4,3,208243,26.030375
"10-32","ext","experts",4,4,209627,26.203375
"10-32","ext","experts",4,5,210585,26.323125
"10-32","ext","experts",4,6,210946,26.36825
"10-32","ext","experts",4,7,211033,26.379125
"10-32","ext","experts",4,8,211035,26.379375
"10-32","ext","experts",5,1,223876,27.9845
"10-32","ext","experts",5,2,262649,32.831125
"10-32","ext","experts",5,3,262656,32.832
"10-32","ext","experts",5,4,263487,32.935875
"10-32","ext","experts",5,5,281213,35.151625
"10-32","ext","experts",5,6,284688,35.586
"10-32","ext","experts",5,7,285382,35.67275
"10-32","ext","experts",5,8,285502,35.68775
"10-32","ext","experts",6,1,305192,38.149
"10-32","ext","experts",6,2,337294,42.16175
"10-32","ext","experts",6,3,339154,42.39425
"10-32","ext","experts",6,4,340562,42.57025
"10-32","ext","experts",6,5,340568,42.571
"10-32","ext","experts",6,6,391053,48.881625
"10-32","ext","experts",6,7,391174,48.89675
"10-32","ext","experts",6,8,402824,50.353
"10-32","ext","experts",7,1,353406,44.17575
"10-32","ext","experts",7,2,382215,47.776875
"10-32","ext","experts",7,3,385634,48.20425
"10-32","ext","experts",7,4,388169,48.521125
"10-32","ext","experts",7,5,388178,48.52225
"10-32","ext","experts",7,6,488861,61.107625
"10-32","ext","experts",7,7,504113,63.014125
"10-32","ext","experts",7,8,504227,63.028375
"10-32","ext","experts",8,1,388963,48.620375
"10-32","ext","experts",8,2,417686,52.21075
"10-32","ext","experts",8,3,422150,52.76875
"10-32","ext","experts",8,4,422176,52.772
"10-32","ext","experts",8,5,567265,70.908125
"10-32","ext","experts",8,6,568914,71.11425
"10-32","ext","experts",8,7,569829,71.228625
"10-32","ext","experts",8,8,590370,73.79625
"10-32","ext","experts",9,1,421695,52.711875
"10-32","ext","experts",9,2,451134,56.39175
"10-32","ext","experts",9,3,597124,74.6405
"10-32","ext","experts",9,4,601030,75.12875
"10-32","ext","experts",9,5,601081,75.135125
"10-32","ext","experts",9,6,616938,77.11725
"10-32","ext","experts",9,7,617296,77.162
"10-32","ext","experts",9,8,663503,82.937875
"10-32","ext","experts",10,1,473198,59.14975
"10-32","ext","experts",10,2,694015,86.751875
"10-32","ext","experts",10,3,705660,88.2075
"10-32","ext","experts",10,4,709183,88.647875
"10-32","ext","experts",10,5,711174,88.89675
"10-32","ext","experts",10,6,711281,88.910125
"10-32","ext","experts",10,7,716561,89.570125
"10-32","ext","experts",10,8,726575,90.821875
"10-32","ext","experts",11,1,515970,64.49625
"10-32","ext","experts",11,2,685350,85.66875
"10-32","ext","experts",11,3,745197,93.149625
"10-32","ext","experts",11,4,750617,93.827125
"10-32","ext","experts",11,5,754001,94.250125
"10-32","ext","experts",11,6,754549,94.318625
"10-32","ext","experts",11,7,754667,94.333375
"10-32","ext","experts",11,8,763868,95.4835
"10-32","ext","experts",12,1,773078,96.63475
"10-32","ext","experts",12,2,785257,98.157125
"10-32","ext","experts",12,3,790457,98.807125
"10-32","ext","experts",12,4,793024,99.128
"10-32","ext","experts",12,5,793586,99.19825
"10-32","ext","experts",12,6,795161,99.395125
"10-32","ext","experts",12,7,796025,99.503125
"10-32","ext","experts",12,8,796174,99.52175
"10-32","ext","experts",13,1,776314,97.03925
"10-32","ext","experts",13,2,793568,99.196
"10-32","ext","experts",13,3,794321,99.290125
"10-32","ext","experts",13,4,796344,99.543
"10-32","ext","experts",13,5,797187,99.648375
"10-32","ext","experts",13,6,797892,99.7365
"10-32","ext","experts",13,7,798264,99.783
"10-32","ext","experts",13,8,798354,99.79425
"10-32","ext","experts",14,1,798001,99.750125
"10-32","ext","experts",14,2,798402,99.80025
"10-32","ext","experts",14,3,798960,99.87
"10-32","ext","experts",14,4,799186,99.89825
"10-32","ext","experts",14,5,799260,99.9075
"10-32","ext","experts",14,6,799709,99.963625
"10-32","ext","experts",14,7,799751,99.968875
"10-32","ext","experts",14,8,799768,99.971
"10-32","ext","experts",15,1,798195,99.774375
"10-32","ext","experts",15,2,798783,99.847875
"10-32","ext","experts",15,3,799346,99.91825
"10-32","ext","experts",15,4,799465,99.933125
"10-32","ext","experts",15,5,799558,99.94475
"10-32","ext","experts",15,6,799674,99.95925
"10-32","ext","experts",15,7,799811,99.976375
"10-32","ext","experts",15,8,799874,99.98425
"10-32","ext","experts",16,1,799805,99.975625
"10-32","ext","experts",16,2,799890,99.98625
"10-32","ext","experts",16,3,799903,99.987875
"10-32","ext","experts",16,4,799914,99.98925
"10-32","ext","experts",16,5,799940,99.9925
"10-32","ext","experts",16,6,800000,100
"10-32","ext","experts",16,7,800000,100
"10-32","ext","experts",16,8,800000,100
"10-32","ext","experts",17,1,799815,99.976875
"10-32","ext","experts",17,2,799948,99.9935
"10-32","ext","experts",17,3,799966,99.99575
"10-32","ext","experts",17,4,799975,99.996875
"10-32","ext","experts",17,5,799978,99.99725
"10-32","ext","experts",17,6,800000,100
"10-32","ext","experts",17,7,800000,100
"10-32","ext","experts",17,8,800000,100
"10-32","ext","experts",18,1,800000,100
"10-32","ext","experts",18,2,800000,100
"10-32","ext","experts",18,3,800000,100
"10-32","ext","experts",18,4,800000,100
"10-32","ext","experts",18,5,800000,100
"10-32","ext","experts",18,6,800000,100
"10-32","ext","experts",18,7,800000,100
"10-32","ext","experts",18,8,800000,100
"10-32","ext","experts",19,1,800000,100
"10-32","ext","experts",19,2,800000,100
"10-32","ext","experts",19,3,800000,100
"10-32","ext","experts",19,4,800000,100
"10-32","ext","experts",19,5,800000,100
"10-32","ext","experts",19,6,800000,100
"10-32","ext","experts",19,7,800000,100
"10-32","ext","experts",19,8,800000,100
"10-32","ext","experts",20,1,800000,100
"10-32","ext","experts",20,2,800000,100
"10-32","ext","experts",20,3,800000,100
"10-32","ext","experts",20,4,800000,100
"10-32","ext","experts",20,5,800000,100
"10-32","ext","experts",20,6,800000,100
"10-32","ext","experts",20,7,800000,100
"10-32","ext","experts",20,8,800000,100
"10-32","ext","kmeans",0,1,112680,14.085
"10-32","ext","kmeans",0,2,112680,14.085
"10-32","ext","kmeans",0,3,112680,14.085
"10-32","ext","kmeans",0,4,112680,14.085
"10-32","ext","kmeans",0,5,112680,14.085
"10-32","ext","kmeans",0,6,112680,14.085
"10-32","ext","kmeans",0,7,112680,14.085
"10-32","ext","kmeans",0,8,112680,14.085
"10-32","ext","kmeans",0,9,112680,14.085
"10-32","ext","kmeans",1,1,121833,15.229125
"10-32","ext","kmeans",1,2,121858,15.23225
"10-32","ext","kmeans",1,3,121880,15.235
"10-32","ext","kmeans",1,4,121881,15.235125
"10-32","ext","kmeans",1,5,121882,15.23525
"10-32","ext","kmeans",1,6,121882,15.23525
"10-32","ext","kmeans",1,7,121882,15.23525
"10-32","ext","kmeans",1,8,121882,15.23525
"10-32","ext","kmeans",1,9,121882,15.23525
"10-32","ext","kmeans",2,1,146469,18.308625
"10-32","ext","kmeans",2,2,148010,18.50125
"10-32","ext","kmeans",2,3,148172,18.5215
"10-32","ext","kmeans",2,4,148306,18.53825
"10-32","ext","kmeans",2,5,148315,18.539375
"10-32","ext","kmeans",2,6,148320,18.54
"10-32","ext","kmeans",2,7,148321,18.540125
"10-32","ext","kmeans",2,8,148321,18.540125
"10-32","ext","kmeans",2,9,148321,18.540125
"10-32","ext","kmeans",3,1,176095,22.011875
"10-32","ext","kmeans",3,2,191279,23.909875
"10-32","ext","kmeans",3,3,195781,24.472625
"10-32","ext","kmeans",3,4,198257,24.782125
"10-32","ext","kmeans",3,5,198903,24.862875
"10-32","ext","kmeans",3,6,199162,24.89525
"10-32","ext","kmeans",3,7,199176,24.897
"10-32","ext","kmeans",3,8,199180,24.8975
"10-32","ext","kmeans",3,9,199182,24.89775
"10-32","ext","kmeans",4,1,202692,25.3365
"10-32","ext","kmeans",4,2,232175,29.021875
"10-32","ext","kmeans",4,3,248716,31.0895
"10-32","ext","kmeans",4,4,250923,31.365375
"10-32","ext","kmeans",4,5,253456,31.682
"10-32","ext","kmeans",4,6,254216,31.777
"10-32","ext","kmeans",4,7,254751,31.843875
"10-32","ext","kmeans",4,8,255153,31.894125
"10-32","ext","kmeans",4,9,255183,31.897875
"10-32","ext","kmeans",5,1,254819,31.852375
"10-32","ext","kmeans",5,2,337070,42.13375
"10-32","ext","kmeans",5,3,361494,45.18675
"10-32","ext","kmeans",5,4,371839,46.479875
"10-32","ext","kmeans",5,5,390441,48.805125
"10-32","ext","kmeans",5,6,395454,49.43175
"10-32","ext","kmeans",5,7,399711,49.963875
"10-32","ext","kmeans",5,8,401747,50.218375
"10-32","ext","kmeans",5,9,402033,50.254125
"10-32","ext","kmeans",6,1,303632,37.954
"10-32","ext","kmeans",6,2,422530,52.81625
"10-32","ext","kmeans",6,3,468604,58.5755
"10-32","ext","kmeans",6,4,474142,59.26775
"10-32","ext","kmeans",6,5,501903,62.737875
"10-32","ext","kmeans",6,6,517476,64.6845
"10-32","ext","kmeans",6,7,528962,66.12025
"10-32","ext","kmeans",6,8,535027,66.878375
"10-32","ext","kmeans",6,9,537768,67.221
"10-32","ext","kmeans",7,1,350343,43.792875
"10-32","ext","kmeans",7,2,515822,64.47775
"10-32","ext","kmeans",7,3,550725,68.840625
"10-32","ext","kmeans",7,4,567237,70.904625
"10-32","ext","kmeans",7,5,622651,77.831375
"10-32","ext","kmeans",7,6,638177,79.772125
"10-32","ext","kmeans",7,7,665355,83.169375
"10-32","ext","kmeans",7,8,681115,85.139375
"10-32","ext","kmeans",7,9,694578,86.82225
"10-32","ext","kmeans",8,1,385467,48.183375
"10-32","ext","kmeans",8,2,595409,74.426125
"10-32","ext","kmeans",8,3,607648,75.956
"10-32","ext","kmeans",8,4,644236,80.5295
"10-32","ext","kmeans",8,5,706845,88.355625
"10-32","ext","kmeans",8,6,753504,94.188
"10-32","ext","kmeans",8,7,760541,95.067625
"10-32","ext","kmeans",8,8,767067,95.883375
"10-32","ext","kmeans",8,9,771478,96.43475
"10-32","ext","kmeans",9,1,413423,51.677875
"10-32","ext","kmeans",9,2,657081,82.135125
"10-32","ext","kmeans",9,3,713404,89.1755
"10-32","ext","kmeans",9,4,749218,93.65225
"10-32","ext","kmeans",9,5,757031,94.628875
"10-32","ext","kmeans",9,6,784307,98.038375
"10-32","ext","kmeans",9,7,786415,98.301875
"10-32","ext","kmeans",9,8,787287,98.410875
"10-32","ext","kmeans",9,9,787759,98.469875
"10-32","ext","kmeans",10,1,436927,54.615875
"10-32","ext","kmeans",10,2,573644,71.7055
"10-32","ext","kmeans",10,3,690771,86.346375
"10-32","ext","kmeans",10,4,746871,93.358875
"10-32","ext","kmeans",10,5,780957,97.619625
"10-32","ext","kmeans",10,6,796024,99.503
"10-32","ext","kmeans",10,7,796369,99.546125
"10-32","ext","kmeans",10,8,796919,99.614875
"10-32","ext","kmeans",10,9,796947,99.618375
"10-32","ext","kmeans",11,1,457516,57.1895
"10-32","ext","kmeans",11,2,745466,93.18325
"10-32","ext","kmeans",11,3,748700,93.5875
"10-32","ext","kmeans",11,4,784442,98.05525
"10-32","ext","kmeans",11,5,796498,99.56225
"10-32","ext","kmeans",11,6,796653,99.581625
"10-32","ext","kmeans",11,7,797628,99.7035
"10-32","ext","kmeans",11,8,797774,99.72175
"10-32","ext","kmeans",11,9,797977,99.747125
"10-32","ext","kmeans",12,1,533411,66.676375
"10-32","ext","kmeans",12,2,629500,78.6875
"10-32","ext","kmeans",12,3,750220,93.7775
"10-32","ext","kmeans",12,4,784848,98.106
"10-32","ext","kmeans",12,5,785653,98.206625
"10-32","ext","kmeans",12,6,796968,99.621
"10-32","ext","kmeans",12,7,797055,99.631875
"10-32","ext","kmeans",12,8,798862,99.85775
"10-32","ext","kmeans",12,9,799178,99.89725
"10-32","ext","kmeans",13,1,657724,82.2155
"10-32","ext","kmeans",13,2,785604,98.2005
"10-32","ext","kmeans",13,3,791176,98.897
"10-32","ext","kmeans",13,4,795898,99.48725
"10-32","ext","kmeans",13,5,797256,99.657
"10-32","ext","kmeans",13,6,797487,99.685875
"10-32","ext","kmeans",13,7,797587,99.698375
"10-32","ext","kmeans",13,8,799395,99.924375
"10-32","ext","kmeans",13,9,799577,99.947125
"10-32","ext","kmeans",14,1,777704,97.213
"10-32","ext","kmeans",14,2,788111,98.513875
"10-32","ext","kmeans",14,3,792860,99.1075
"10-32","ext","kmeans",14,4,797489,99.686125
"10-32","ext","kmeans",14,5,797610,99.70125
"10-32","ext","kmeans",14,6,799408,99.926
"10-32","ext","kmeans",14,7,799595,99.949375
"10-32","ext","kmeans",14,8,799627,99.953375
"10-32","ext","kmeans",14,9,799898,99.98725
"10-32","ext","kmeans",15,1,800000,100
"10-32","ext","kmeans",15,2,800000,100
"10-32","ext","kmeans",15,3,800000,100
"10-32","ext","kmeans",15,4,800000,100
"10-32","ext","kmeans",15,5,800000,100
"10-32","ext","kmeans",15,6,800000,100
"10-32","ext","kmeans",15,7,800000,100
"10-32","ext","kmeans",15,8,800000,100
"10-32","ext","kmeans",15,9,800000,100
"10-32","ext","kmeans",16,1,800000,100
"10-32","ext","kmeans",16,2,800000,100
"10-32","ext","kmeans",16,3,800000,100
"10-32","ext","kmeans",16,4,800000,100
"10-32","ext","kmeans",16,5,800000,100
