participant_id,year_of_birth,age,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation,vote_type,source_survey,identifier_type,row_quality
348,1968,58,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
349,1964,62,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,NA,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
350,1984,42,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda,NA,decision,sin_identificador,usable
352,1968,58,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,attention_check_fallido
353,1989,37,Millennials,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Otra situación laboral,No universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
354,NA,NA,NA,NA,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
355,1975,51,Generación X,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
356,1987,39,Millennials,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
357,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
358,1968,58,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
359,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,usable
360,1952,74,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
361,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
362,1971,55,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
363,1970,56,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,NA,Voto variable según candidato/programa,decision,sin_identificador,usable
364,1956,70,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Otras opciones,decision,sin_identificador,attention_check_fallido
365,1976,50,Generación X,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
366,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Centro,Partidos nacionales,decision,sin_identificador,attention_check_fallido
367,1987,39,Millennials,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Vive solo/a,Alquiler,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
368,1970,56,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,No universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
369,1992,34,Millennials,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
370,1977,49,Generación X,Otro / Prefiere no decirlo,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
